CUSTOMER_ID,CARD_TYPE
65700930.0,EMV Gold MC
65700930.0,EMV Petron
65802571.4286,E-Credit
65802571.4286,EMV Gold MC
66819600.0,EMV Gold MC
66819600.0,BPI Signature Visa
66956928.5714,BPI Signature Visa
66956928.5714,EMV Petron
69309444.2857,E-Credit
69309444.2857,BPI Platinum Rewards MC
69435300.0,EMV BPI Edge
69435300.0,BPI Signature Visa
69742828.5714,E-Credit
69742828.5714,EMV Petron
70100602.8571,Regular Visa
70100602.8571,E-Credit
71382757.1429,EMV Gold MC
71382757.1429,BPI Signature Visa
71388628.5714,EMV Petron
71388628.5714,EMV Gold MC
71388628.5714,E-Credit
71666202.8571,BPI Signature Visa
71666202.8571,EMV Gold MC
71666202.8571,E-Credit
72387460.0,Magstripe-Blue MC
72387460.0,E-Credit
72794558.5714,Regular Visa
72794558.5714,EMV Gold MC
73126071.4286,EMV Gold MC
73126071.4286,E-Credit
73581300.0,EMV Gold MC
73581300.0,E-Credit
74533300.0,Regular Visa
74533300.0,E-Credit
75058087.1429,EMV Blue MC
75058087.1429,Platinum Visa
75526317.1429,E-Credit
75526317.1429,EMV Gold MC
75874500.0,EMV Gold MC
75874500.0,EMV Petron
75874500.0,BPI Signature Visa
76183271.4286,EMV Gold MC
76183271.4286,E-Credit
76584285.7143,EMV Gold MC
76584285.7143,E-Credit
77002972.8571,E-Credit
77002972.8571,EMV Gold MC
77730574.2857,E-Credit
77730574.2857,EMV Gold MC
78093717.1429,E-Credit
78093717.1429,Regular Visa
78505814.2857,EMV Gold MC
78505814.2857,E-Credit
79143785.7143,Regular Visa
79143785.7143,BPI Platinum Rewards MC
79507285.7143,BPI Signature Visa
79507285.7143,E-Credit
79507285.7143,EMV Petron
79634158.5714,BPI Signature Visa
79634158.5714,EMV Gold MC
80659557.1429,Magstripe-Blue MC
80659557.1429,BPI Signature Visa
81060358.5714,EMV Gold MC
81060358.5714,Regular Visa
82002885.7143,Regular Visa
82002885.7143,EMV Gold MC
82227157.1429,EMV BPI Edge
82227157.1429,E-Credit
82293942.8571,EMV Petron
82293942.8571,EMV Gold MC
82293942.8571,E-Credit
82300214.2857,EMV Gold MC
82300214.2857,BPI Signature Visa
82306285.7143,EMV Gold MC
82306285.7143,E-Credit
82345201.4286,EMV Petron
82345201.4286,EMV Gold MC
82345201.4286,E-Credit
82513814.2857,BPI Signature Visa
82513814.2857,EMV Gold MC
82840515.7143,EMV Petron
82840515.7143,BPI Signature Visa
83186630.0,EMV Gold MC
83186630.0,EMV Petron
83779431.4286,EMV Gold MC
83779431.4286,BPI Platinum Rewards MC
84598700.0,Magstripe-Blue MC
84598700.0,E-Credit
84854271.4286,E-Credit
84854271.4286,BPI Platinum Rewards MC
85458942.8571,EMV Gold MC
85458942.8571,E-Credit
86132458.5714,E-Credit
86132458.5714,EMV Gold MC
86132458.5714,BPI Signature Visa
86891715.7143,E-Credit
86891715.7143,BPI Platinum Rewards MC
87694885.7143,EMV Gold MC
87694885.7143,Platinum Visa
88158044.2857,Platinum Visa
88158044.2857,E-Credit
88937430.0,E-Credit
88937430.0,EMV Blue MC
89510042.8571,EMV Petron
89510042.8571,EMV Gold MC
89897457.1429,E-Credit
89897457.1429,Platinum Visa
89897457.1429,EMV Gold MC
89897457.1429,BPI Signature Visa
91295244.2857,BPI Signature Visa
91295244.2857,E-Credit
91295244.2857,Platinum Visa
92141787.1429,EMV Petron
92141787.1429,EMV Gold MC
93886572.8571,E-Credit
93886572.8571,EMV Gold MC
93970858.5714,E-Credit
93970858.5714,EMV Blue MC
93971300.0,EMV Gold MC
93971300.0,E-Credit
94759272.8571,EMV Gold MC
94759272.8571,BPI Platinum Rewards MC
94890387.1429,EMV Gold MC
94890387.1429,E-Credit
96103572.8571,E-Credit
96103572.8571,EMV Petron
96103572.8571,EMV Blue MC
97434558.5714,EMV BPI Edge
97434558.5714,Magstripe-Blue MC
97490628.5714,Magstripe-Blue MC
97490628.5714,BPI Signature Visa
98169100.0,E-Credit
98169100.0,EMV Gold MC
98610160.0,E-Credit
98610160.0,EMV Gold MC
98695987.1429,BPI Signature Visa
98695987.1429,E-Credit
99946714.2857,BPI Signature Visa
99946714.2857,EMV Gold MC
101252057.1429,BPI Signature Visa
101252057.1429,EMV Gold MC
101252057.1429,Platinum Visa
102439158.5714,Regular Visa
102439158.5714,EMV Gold MC
103115930.0,EMV Petron
103115930.0,BPI Signature Visa
103708944.2857,EMV Gold MC
103708944.2857,E-Credit
104491344.2857,EMV Gold MC
104491344.2857,Regular Visa
104895172.8571,EMV Gold MC
104895172.8571,BPI Signature Visa
107564614.2857,EMV Gold MC
107564614.2857,E-Credit
107761928.5714,E-Credit
107761928.5714,EMV Gold MC
107765442.8571,E-Credit
107765442.8571,Regular Visa
107765442.8571,EMV Gold MC
107946115.7143,EMV Blue MC
107946115.7143,Regular Visa
108990714.2857,BPI Signature Visa
108990714.2857,EMV Gold MC
109118744.2857,E-Credit
109118744.2857,BPI Signature Visa
109267058.5714,E-Credit
109267058.5714,Magstripe-Blue MC
110302514.2857,EMV Gold MC
110302514.2857,BPI Signature Visa
110389444.2857,Regular Visa
110389444.2857,PRE-NUMBERED EXPRESS CASH
111143045.7143,EMV Gold MC
111143045.7143,BPI Signature Visa
112228787.1429,EMV Gold MC
112228787.1429,E-Credit
112678542.8571,BPI Signature Visa
112678542.8571,EMV Blue MC
112678542.8571,EMV Petron
116347171.4286,EMV Gold MC
116347171.4286,E-Credit
116373457.1429,EMV Gold MC
116373457.1429,BPI Signature Visa
116746201.4286,BPI Signature Visa
116746201.4286,Platinum Visa
117419244.2857,E-Credit
117419244.2857,Regular Visa
118942014.2857,E-Credit
118942014.2857,EMV Gold MC
119383300.0,BPI Signature Visa
119383300.0,EMV Gold MC
119781600.0,Platinum Visa
119781600.0,BPI Platinum Rewards MC
120070371.4286,Platinum Visa
120070371.4286,EMV Gold MC
120070371.4286,E-Credit
120168914.2857,EMV Petron
120168914.2857,E-Credit
120437758.5714,E-Credit
120437758.5714,EMV Gold MC
121707272.8571,E-Credit
121707272.8571,BPI Signature Visa
121934414.2857,Platinum Visa
121934414.2857,EMV Gold MC
121969942.8571,EMV Blue MC
121969942.8571,Platinum Visa
124258871.4286,BPI Signature Visa
124258871.4286,BPI Platinum Rewards MC
124302017.1429,EMV Gold MC
124302017.1429,Regular Visa
124302017.1429,E-Credit
124679201.4286,E-Credit
124679201.4286,Magstripe-Blue MC
127212157.1429,E-Credit
127212157.1429,EMV Gold MC
128748585.7143,E-Credit
128748585.7143,EMV Gold MC
128748585.7143,BPI Signature Visa
128975901.4286,EMV Blue MC
128975901.4286,E-Credit
129177428.5714,EMV Petron
129177428.5714,EMV Gold MC
129221871.4286,E-Credit
129221871.4286,EMV Blue MC
129380401.4286,EMV Gold MC
129380401.4286,E-Credit
129898942.8571,BPI Platinum Rewards MC
129898942.8571,BPI Signature Visa
131065485.7143,EMV Blue MC
131065485.7143,Platinum Visa
131413285.7143,BPI Signature Visa
131413285.7143,EMV Gold MC
131883588.5714,EMV Gold MC
131883588.5714,Magstripe-Blue MC
132244215.7143,E-Credit
132244215.7143,BPI Signature Visa
133775857.1429,EMV Gold MC
133775857.1429,E-Credit
135968485.7143,EMV BPI Edge
135968485.7143,BPI Platinum Rewards MC
137953842.8571,BPI Platinum Rewards MC
137953842.8571,E-Credit
138132902.8571,Magstripe-Blue MC
138132902.8571,E-Credit
138132902.8571,EMV Gold MC
140660915.7143,E-Credit
140660915.7143,EMV Gold MC
141422285.7143,BPI Signature Visa
141422285.7143,EMV Petron
142189714.2857,E-Credit
142189714.2857,EMV Gold MC
142190430.0,EMV Blue MC
142190430.0,BPI Signature Visa
