CUSTOMER_ID,LOAN_ACCOUNT_ID,LOAN_STATUS,LOAN_BEHAVIOR,LOAN_TYPE,LOAN_AMOUNT,PRINCIPAL_LOAN_AMOUNT,INTEREST_EARNED,LOAN_START_DATE,MATURITY_DATE,,MSME TYPE
138882031.4,107645850,Active,Current,Personal Loans,70000.08,53099.49,0.33,2023-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
138882031.4,107645850,Active,Current,Personal Loans,70000.48,42270.88,0.74,2023-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
138882031.4,107645850,Active,Current,Personal Loans,69998.89,45080.44,-0.85,2023-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
138882031.4,107645850,Active,Current,Personal Loans,70000.91,42271.31,1.17,2023-03-31T00:00:00.000,2025-03-31T00:00:00.000,,Small
138847872.9,4427451.429,Active,Current,MTL,310002.09,290740.98,2.29,2023-11-16T00:00:00.000,2026-11-16T00:00:00.000,,Small
138847872.9,4427451.429,Active,Current,MTL,309999.73,309999.73,-0.07,2023-11-16T00:00:00.000,2026-11-16T00:00:00.000,,Small
138847872.9,4427451.429,Active,Current,MTL,309998.93,303574.11,-0.87,2023-11-16T00:00:00.000,2026-11-16T00:00:00.000,,Small
138847872.9,4427451.429,Active,Current,MTL,309998.34,297209.42,-1.46,2023-11-16T00:00:00.000,2026-11-16T00:00:00.000,,Small
138847872.9,41086608.57,Active,Current,Personal Loans,24999.54,24999.54,-0.21,2024-03-11T00:00:00.000,2025-03-11T00:00:00.000,,Small
138847872.9,4427451.429,Active,Current,MTL,309999.52,283837.66,-0.28,2023-11-16T00:00:00.000,2026-11-16T00:00:00.000,,Small
138645787.1,21254092.86,Active,Current,MTL,299998.4,179813.47,-1.41,2022-09-13T00:00:00.000,2025-09-13T00:00:00.000,,Small
138645787.1,21873107.14,Active,Current,Personal Loans,149999.82,104387.06,0.07,2022-09-30T00:00:00.000,2025-09-30T00:00:00.000,,Small
138645787.1,21873107.14,Active,Current,Personal Loans,149998.37,108054.86,-1.38,2022-09-30T00:00:00.000,2025-09-30T00:00:00.000,,Small
138645787.1,21873107.14,Active,Current,Personal Loans,150001.09,92753.9,1.34,2022-09-30T00:00:00.000,2025-09-30T00:00:00.000,,Small
138645787.1,21254092.86,Active,Current,MTL,300001.1,211002.89,1.29,2022-09-13T00:00:00.000,2025-09-13T00:00:00.000,,Small
138645787.1,21873107.14,Active,Current,Personal Loans,149998.95,92751.76,-0.8,2022-09-30T00:00:00.000,2025-09-30T00:00:00.000,,Small
138645787.1,21254092.86,Active,Current,MTL,299999.06,203422.6,-0.75,2022-09-13T00:00:00.000,2025-09-13T00:00:00.000,,Small
138645787.1,21254092.86,Active,Current,MTL,299998.91,171527.1,-0.9,2022-09-13T00:00:00.000,2025-09-13T00:00:00.000,,Small
138645787.1,21254092.86,Active,Current,MTL,300001.11,195612.21,1.3,2022-09-13T00:00:00.000,2025-09-13T00:00:00.000,,Small
138645787.1,21254092.86,Active,Current,MTL,300000.57,187778.52,0.76,2022-09-13T00:00:00.000,2025-09-13T00:00:00.000,,Small
138645787.1,21873107.14,Active,Current,Personal Loans,149999.77,96734.29,0.02,2022-09-30T00:00:00.000,2025-09-30T00:00:00.000,,Small
138645787.1,21873107.14,Active,Current,Personal Loans,149999.8,104387.04,0.05,2022-09-30T00:00:00.000,2025-09-30T00:00:00.000,,Small
137509758.6,59727008.57,Active,Current,MTL,299998.73,257710.8,-1.08,2023-10-11T00:00:00.000,2025-10-11T00:00:00.000,,Small
137509758.6,46274978.57,Active,Current,Personal Loans,184001.75,141350.91,2,2023-01-26T00:00:00.000,2026-01-26T00:00:00.000,,Small
137509758.6,46274978.57,Active,Current,Personal Loans,184001.17,149806.34,1.42,2023-01-26T00:00:00.000,2026-01-26T00:00:00.000,,Small
137509758.6,59727008.57,Active,Current,MTL,299999.2,289717.7,-0.61,2023-10-11T00:00:00.000,2025-10-11T00:00:00.000,,Small
137509758.6,46274978.57,Active,Current,Personal Loans,183999.58,145670.63,-0.17,2023-01-26T00:00:00.000,2026-01-26T00:00:00.000,,Small
137509758.6,46274978.57,Active,Current,Personal Loans,184000.74,132615.71,0.99,2023-01-26T00:00:00.000,2026-01-26T00:00:00.000,,Small
137509758.6,59727008.57,Active,Current,MTL,300001.62,246481.5,1.81,2023-10-11T00:00:00.000,2025-10-11T00:00:00.000,,Small
137509758.6,46274978.57,Active,Current,Personal Loans,184000.26,127926.59,0.51,2023-01-26T00:00:00.000,2026-01-26T00:00:00.000,,Small
137509758.6,59727008.57,Active,Current,MTL,299998.78,279119.06,-1.03,2023-10-11T00:00:00.000,2025-10-11T00:00:00.000,,Small
137509758.6,59727008.57,Active,Current,MTL,300001.02,268502.87,1.21,2023-10-11T00:00:00.000,2025-10-11T00:00:00.000,,Small
137509758.6,59727008.57,Active,Current,MTL,299999.95,299999.95,0.14,2023-10-11T00:00:00.000,2025-10-11T00:00:00.000,,Small
137509758.6,46274978.57,Active,Current,Personal Loans,184000.52,137029.18,0.77,2023-01-26T00:00:00.000,2026-01-26T00:00:00.000,,Small
137350044.3,42275277.14,Active,Items for litigation,Personal Loans,200000.46,1.46,0.72,2019-04-01T00:00:00.000,2020-06-01T00:00:00.000,,Small
137350044.3,42275277.14,Active,Items for litigation,Personal Loans,200000.87,1.87,1.12,2019-04-01T00:00:00.000,2020-06-01T00:00:00.000,,Small
137350044.3,42275277.14,Active,Items for litigation,Personal Loans,200000.78,1.78,1.03,2019-04-01T00:00:00.000,2020-06-01T00:00:00.000,,Small
137350044.3,42275277.14,Active,Items for litigation,Personal Loans,200000.72,1.72,0.98,2019-04-01T00:00:00.000,2020-06-01T00:00:00.000,,Small
137350044.3,42275277.14,Active,Items for litigation,Personal Loans,200000.94,1.94,1.2,2019-04-01T00:00:00.000,2020-06-01T00:00:00.000,,Small
137350044.3,42275277.14,Active,Items for litigation,Personal Loans,200000.89,1.89,1.15,2019-04-01T00:00:00.000,2020-06-01T00:00:00.000,,Small
135350745.7,1444580,Active,Current,Personal Loans,65000.09,29171.84,0.35,2023-07-13T00:00:00.000,2024-07-13T00:00:00.000,,Small
135350745.7,1444580,Active,Current,Personal Loans,64998.98,34616.92,-0.76,2023-07-13T00:00:00.000,2024-07-13T00:00:00.000,,Small
135350745.7,1444580,Active,Current,Personal Loans,65000.68,50296.94,0.94,2023-07-13T00:00:00.000,2024-07-13T00:00:00.000,,Small
135350745.7,1444580,Active,Current,Personal Loans,64998.6,39945.72,-1.14,2023-07-13T00:00:00.000,2024-07-13T00:00:00.000,,Small
135350745.7,1444580,Active,Current,Personal Loans,64997.61,45190.62,-2.13,2023-07-13T00:00:00.000,2024-07-13T00:00:00.000,,Small
135350745.7,1444580,Active,Current,Personal Loans,64998.48,23565.14,-1.27,2023-07-13T00:00:00.000,2024-07-13T00:00:00.000,,Small
134317958.6,109933362.9,Paid,Current,Personal Loans,30000.52,0.52,0.77,2017-08-14T00:00:00.000,2018-08-14T00:00:00.000,,Small
134317958.6,109933362.9,Paid,Current,Personal Loans,30001.46,1.46,1.72,2017-08-14T00:00:00.000,2018-08-14T00:00:00.000,,Small
134317958.6,109933362.9,Paid,Current,Personal Loans,30000.93,0.93,1.19,2017-08-14T00:00:00.000,2018-08-14T00:00:00.000,,Small
134317958.6,109933362.9,Paid,Current,Personal Loans,30000.8,0.8,1.06,2017-08-14T00:00:00.000,2018-08-14T00:00:00.000,,Small
134317958.6,109933362.9,Paid,Current,Personal Loans,29999.8,-0.2,0.05,2017-08-14T00:00:00.000,2018-08-14T00:00:00.000,,Small
134317958.6,109933362.9,Paid,Current,Personal Loans,30000.08,0.08,0.34,2017-08-14T00:00:00.000,2018-08-14T00:00:00.000,,Small
132561415.7,56835492.86,Active,Current,Group Plan/Wholesale,2845639.53,2654773.46,-0.03,2021-12-14T00:00:00.000,2023-11-17T00:00:00.000,,Small
132561415.7,71121207.14,Active,Current,Group Plan/Wholesale,2173916.28,2028104.97,1.78,2021-12-14T00:00:00.000,2023-11-17T00:00:00.000,,Small
132514460,77491865.71,Active,Current,MTL,699999.38,522421.11,-0.43,2023-08-24T00:00:00.000,2025-08-24T00:00:00.000,,Small
132514460,77491865.71,Active,Current,MTL,699999.62,549413.48,-0.19,2023-08-24T00:00:00.000,2025-08-24T00:00:00.000,,Small
132514460,77491865.71,Active,Current,MTL,700002.01,601004.12,2.2,2023-08-24T00:00:00.000,2025-08-24T00:00:00.000,,Small
132514460,77491865.71,Active,Current,MTL,699998.74,651279.43,-1.07,2023-08-24T00:00:00.000,2025-08-24T00:00:00.000,,Small
132514460,77491865.71,Active,Current,MTL,699999.61,626503.98,-0.2,2023-08-24T00:00:00.000,2025-08-24T00:00:00.000,,Small
132514460,77491865.71,Active,Current,MTL,700000.51,575414.95,0.7,2023-08-24T00:00:00.000,2025-08-24T00:00:00.000,,Small
132426100,91612722.86,Active,Amortization Past Due,MTL,3999998.23,3904902.08,-1.67,2023-10-27T00:00:00.000,2026-10-27T00:00:00.000,,Small
132426100,91612722.86,Active,Amortization Past Due,MTL,3999998.4,3614525.65,-1.5,2023-10-27T00:00:00.000,2026-10-27T00:00:00.000,,Small
132426100,91612722.86,Active,Current,MTL,3999998.83,3999998.83,-1.07,2023-10-27T00:00:00.000,2026-10-27T00:00:00.000,,Small
132426100,91612722.86,Active,Amortization Past Due,MTL,3999998.71,3999998.71,-1.19,2023-10-27T00:00:00.000,2026-10-27T00:00:00.000,,Small
132426100,91612722.86,Active,Amortization Past Due,MTL,4000002.62,3808323.62,2.72,2023-10-27T00:00:00.000,2026-10-27T00:00:00.000,,Small
132426100,91612722.86,Active,Current,MTL,4000000.35,3614527.6,0.45,2023-10-27T00:00:00.000,2026-10-27T00:00:00.000,,Small
131919872.9,64104621.43,Active,Current,MTL,749999.35,88824.81,-0.6,2021-02-17T00:00:00.000,2024-02-17T00:00:00.000,,Small
131919872.9,64104621.43,Active,Current,MTL,749998.23,44518.76,-1.72,2021-02-17T00:00:00.000,2024-02-17T00:00:00.000,,Small
131919872.9,100544950,Active,Current,Housing,1175166.66,137104.68,1.8,2022-07-29T00:00:00.000,2024-04-29T00:00:00.000,,Small
131919872.9,100544950,Active,Current,Housing,1175166.88,170985.57,2.01,2022-07-29T00:00:00.000,2024-04-29T00:00:00.000,,Small
131919872.9,100544950,Active,Current,Housing,1175164.07,204671.97,-0.8,2022-07-29T00:00:00.000,2024-04-29T00:00:00.000,,Small
131919872.9,64104621.43,Active,Current,MTL,749998.55,66723.04,-1.4,2021-02-17T00:00:00.000,2024-02-17T00:00:00.000,,Small
131919872.9,64104621.43,Active,Current,MTL,750000.35,22231.77,0.4,2021-02-17T00:00:00.000,2024-02-17T00:00:00.000,,Small
131650058.6,72579334.29,Paid,Current,Personal Loans,30000.34,0.34,0.6,2016-11-15T00:00:00.000,2017-11-15T00:00:00.000,,Small
131650058.6,72579334.29,Paid,Current,Personal Loans,30000.45,0.45,0.7,2016-11-15T00:00:00.000,2017-11-15T00:00:00.000,,Small
131650058.6,72579334.29,Paid,Current,Personal Loans,30000.8,0.8,1.05,2016-11-15T00:00:00.000,2017-11-15T00:00:00.000,,Small
131650058.6,72579334.29,Paid,Current,Personal Loans,29999.72,-0.28,-0.02,2016-11-15T00:00:00.000,2017-11-15T00:00:00.000,,Small
131650058.6,72579334.29,Paid,Current,Personal Loans,29999.07,-0.93,-0.68,2016-11-15T00:00:00.000,2017-11-15T00:00:00.000,,Small
131650058.6,72579334.29,Paid,Current,Personal Loans,29999.98,-0.02,0.24,2016-11-15T00:00:00.000,2017-11-15T00:00:00.000,,Small
130651487.1,141145180,Active,Current,Personal Loans,119998.9,119998.9,-0.84,2024-03-20T00:00:00.000,2026-03-20T00:00:00.000,,Small
130651487.1,40979378.57,Active,Current,MTL,299998.94,138135.97,-0.88,2022-08-30T00:00:00.000,2024-08-30T00:00:00.000,,Small
130651487.1,40979378.57,Active,Current,MTL,299999.58,125271.17,-0.24,2022-08-30T00:00:00.000,2024-08-30T00:00:00.000,,Small
130651487.1,40979378.57,Active,Current,MTL,300000.33,98885.27,0.51,2022-08-30T00:00:00.000,2024-08-30T00:00:00.000,,Small
130651487.1,40979378.57,Active,Current,MTL,299999.61,85370.28,-0.21,2022-08-30T00:00:00.000,2024-08-30T00:00:00.000,,Small
130651487.1,40979378.57,Active,Current,MTL,299998.04,85368.71,-1.78,2022-08-30T00:00:00.000,2024-08-30T00:00:00.000,,Small
130651487.1,40979378.57,Active,Current,MTL,299998.64,125270.23,-1.18,2022-08-30T00:00:00.000,2024-08-30T00:00:00.000,,Small
130577215.7,115886180,Active,Current,Personal Loans,80001.87,78464.41,2.15,2024-02-15T00:00:00.000,2027-02-15T00:00:00.000,,Small
130577215.7,115886180,Active,Current,Personal Loans,79999.27,79999.27,-0.45,2024-02-15T00:00:00.000,2027-02-15T00:00:00.000,,Small
130413501.4,31027621.43,Active,Current,Auto,504001.38,231937.12,1.48,2021-03-17T00:00:00.000,2026-02-18T00:00:00.000,,Small
130413501.4,31027621.43,Active,Current,Auto,504000.63,240534.39,0.73,2021-03-17T00:00:00.000,2026-02-18T00:00:00.000,,Small
130413501.4,31027621.43,Active,Current,Auto,504000.25,257563.87,0.35,2021-03-17T00:00:00.000,2026-02-18T00:00:00.000,,Small
130413501.4,31027621.43,Active,Current,Auto,504001.03,265931.42,1.13,2021-03-17T00:00:00.000,2026-02-18T00:00:00.000,,Small
130413501.4,31027621.43,Active,Current,Auto,504000.44,249054.07,0.54,2021-03-17T00:00:00.000,2026-02-18T00:00:00.000,,Small
130413501.4,31027621.43,Active,Current,Auto,503998.62,223130.26,-1.28,2021-03-17T00:00:00.000,2026-02-18T00:00:00.000,,Small
130032631.4,89785594.29,Active,Current,Personal Loans,64999.98,63792.57,0.23,2024-01-29T00:00:00.000,2027-01-29T00:00:00.000,,Small
130032631.4,89785594.29,Active,Current,Personal Loans,64999.65,64999.65,-0.1,2024-01-29T00:00:00.000,2027-01-29T00:00:00.000,,Small
130032631.4,89785594.29,Active,Current,Personal Loans,64999.67,63792.26,-0.08,2024-01-29T00:00:00.000,2027-01-29T00:00:00.000,,Small
129859700,94156465.71,Active,Current,MTL,1999999.28,1999999.28,-0.53,2024-03-19T00:00:00.000,2026-03-19T00:00:00.000,,Small
129852874.3,76398022.86,Active,Current,KN Credit Line,-1.4,999998.6,-1.4,2023-12-14T00:00:00.000,2025-01-01T00:00:00.000,,Small
129852874.3,76398022.86,Active,Current,KN Credit Line,-1.04,999471.18,-1.04,2023-12-14T00:00:00.000,2025-01-01T00:00:00.000,,Small
129852874.3,76398022.86,Active,Current,KN Credit Line,-0.4,999999.6,-0.4,2023-12-14T00:00:00.000,2025-01-01T00:00:00.000,,Small
129852874.3,76398022.86,Active,Current,KN Credit Line,-1.29,999998.71,-1.28,2023-12-14T00:00:00.000,2025-01-01T00:00:00.000,,Small
129109701.4,5651207.143,Active,Principal Past Due,MTL,399999.01,39261.92,-0.81,2021-12-22T00:00:00.000,2023-12-22T00:00:00.000,,Small
129109701.4,5651207.143,Active,Amortization Past Due,MTL,400000.7,58369.71,0.88,2021-12-22T00:00:00.000,2023-12-22T00:00:00.000,,Small
129109701.4,5651207.143,Active,Amortization Past Due,MTL,399998.78,39261.69,-1.04,2021-12-22T00:00:00.000,2023-12-22T00:00:00.000,,Small
128658801.4,13135704.29,Active,Items for litigation,SME Term Loan,688139.45,0.45,-0.41,2015-05-26T00:00:00.000,2018-05-26T00:00:00.000,,Small
128658801.4,13135704.29,Active,Items for litigation,SME Term Loan,688138.98,-0.02,-0.88,2015-05-26T00:00:00.000,2018-05-26T00:00:00.000,,Small
128658801.4,13135704.29,Active,Items for litigation,SME Term Loan,688138.06,-0.94,-1.8,2015-05-26T00:00:00.000,2018-05-26T00:00:00.000,,Small
128658801.4,13135704.29,Active,Items for litigation,SME Term Loan,688140.01,1.01,0.15,2015-05-26T00:00:00.000,2018-05-26T00:00:00.000,,Small
128658801.4,13135704.29,Active,Items for litigation,SME Term Loan,688141.89,2.89,2.03,2015-05-26T00:00:00.000,2018-05-26T00:00:00.000,,Small
128658801.4,13135704.29,Active,Items for litigation,SME Term Loan,688141.18,2.18,1.32,2015-05-26T00:00:00.000,2018-05-26T00:00:00.000,,Small
128358971.4,39363562.86,Active,Current,Housing,2499999.61,1514029.97,-0.3,2019-03-05T00:00:00.000,2029-02-05T00:00:00.000,,Small
128358971.4,39363562.86,Active,Current,Housing,2499999.18,1533188.83,-0.73,2019-03-05T00:00:00.000,2029-02-05T00:00:00.000,,Small
128358971.4,39363562.86,Active,Current,Housing,2500001.25,1574057.75,1.31,2019-03-05T00:00:00.000,2029-02-05T00:00:00.000,,Small
128358971.4,39363562.86,Active,Current,Housing,2499998.66,1553801.05,-1.28,2019-03-05T00:00:00.000,2029-02-05T00:00:00.000,,Small
128358971.4,39363562.86,Active,Current,Housing,2499999.05,1471322.74,-0.88,2019-03-05T00:00:00.000,2029-02-05T00:00:00.000,,Small
128358971.4,39363562.86,Active,Current,Housing,2500001.41,1494693.72,1.5,2019-03-05T00:00:00.000,2029-02-05T00:00:00.000,,Small
127736287.1,6609221.429,Active,Current,MTL,300000.46,162936.51,0.65,2022-04-26T00:00:00.000,2025-04-26T00:00:00.000,,Small
127736287.1,6609221.429,Active,Amortization Past Due,MTL,300000.14,145997.38,0.33,2022-04-26T00:00:00.000,2025-04-26T00:00:00.000,,Small
127736287.1,6609221.429,Active,Current,MTL,300000.89,154501.76,1.08,2022-04-26T00:00:00.000,2025-04-26T00:00:00.000,,Small
127736287.1,6609221.429,Active,Current,MTL,299999.47,145996.71,-0.34,2022-04-26T00:00:00.000,2025-04-26T00:00:00.000,,Small
127736287.1,6609221.429,Active,Current,MTL,299999.33,128468.35,-0.48,2022-04-26T00:00:00.000,2025-04-26T00:00:00.000,,Small
127736287.1,6609221.429,Active,Current,MTL,299998.31,171168.99,-1.5,2022-04-26T00:00:00.000,2025-04-26T00:00:00.000,,Small
127094772.9,35109078.57,Active,Current,MTL,1000000.75,421502.89,0.84,2022-03-24T00:00:00.000,2025-03-24T00:00:00.000,,Small
127094772.9,54534050,Active,Current,MTL,999998.48,185989.86,-1.43,2021-06-11T00:00:00.000,2024-06-11T00:00:00.000,,Small
127094772.9,54534050,Active,Current,MTL,1000001.83,155615.17,1.92,2021-06-11T00:00:00.000,2024-06-11T00:00:00.000,,Small
127094772.9,35109078.57,Active,Current,MTL,999998.61,363932.86,-1.3,2022-03-24T00:00:00.000,2025-03-24T00:00:00.000,,Small
127094772.9,35109078.57,Active,Current,MTL,1000000.1,392924.4,0.19,2022-03-24T00:00:00.000,2025-03-24T00:00:00.000,,Small
127094772.9,35109078.57,Active,Current,MTL,1000000.78,449863.97,0.87,2022-03-24T00:00:00.000,2025-03-24T00:00:00.000,,Small
127094772.9,54534050,Active,Current,MTL,999999.36,94096.58,-0.55,2021-06-11T00:00:00.000,2024-06-11T00:00:00.000,,Small
127094772.9,54534050,Active,Current,MTL,1000001.69,216193.58,1.78,2021-06-11T00:00:00.000,2024-06-11T00:00:00.000,,Small
127094772.9,35109078.57,Active,Current,MTL,1000001.49,478127.58,1.58,2022-03-24T00:00:00.000,2025-03-24T00:00:00.000,,Small
127094772.9,54534050,Active,Current,MTL,1000000.13,246110.52,0.22,2021-06-11T00:00:00.000,2024-06-11T00:00:00.000,,Small
127094772.9,54534050,Active,Current,MTL,999999.35,125002.44,-0.56,2021-06-11T00:00:00.000,2024-06-11T00:00:00.000,,Small
127094772.9,35109078.57,Active,Current,MTL,999998.29,506055.89,-1.62,2022-03-24T00:00:00.000,2025-03-24T00:00:00.000,,Small
126818944.3,49626450,Active,Principal Past Due,Personal Loans,1999999.92,1394885.45,0.13,2020-01-30T00:00:00.000,2023-06-30T00:00:00.000,,Small
126818944.3,57905562.86,Active,Amortization Past Due,Housing,2599999.98,505699.68,0.05,2019-05-30T00:00:00.000,2024-05-30T00:00:00.000,,Small
126818944.3,49626450,Active,Principal Past Due,Personal Loans,1999999.28,820601.74,-0.51,2020-01-30T00:00:00.000,2023-06-30T00:00:00.000,,Small
126818944.3,57905562.86,Active,Current,Housing,2599999.22,400916.95,-0.71,2019-05-30T00:00:00.000,2024-05-30T00:00:00.000,,Small
126818944.3,49626450,Active,Principal Past Due,Personal Loans,1999999.36,961733.3,-0.43,2020-01-30T00:00:00.000,2023-06-30T00:00:00.000,,Small
126818944.3,49626450,Active,Principal Past Due,Personal Loans,1999999.89,915916.73,0.09,2020-01-30T00:00:00.000,2023-06-30T00:00:00.000,,Small
126818944.3,57905562.86,Active,Amortization Past Due,Housing,2600001.13,453412.97,1.2,2019-05-30T00:00:00.000,2024-05-30T00:00:00.000,,Small
126818944.3,49626450,Active,Principal Past Due,Personal Loans,2000000.16,868598,0.37,2020-01-30T00:00:00.000,2023-06-30T00:00:00.000,,Small
126818944.3,49626450,Active,Principal Past Due,Personal Loans,1999997.97,1011034.21,-1.83,2020-01-30T00:00:00.000,2023-06-30T00:00:00.000,,Small
126556874.3,5064465.714,Active,Current,MTL,300001.07,300001.07,1.27,2024-02-29T00:00:00.000,2027-02-28T00:00:00.000,,Small
126556874.3,5064465.714,Active,Current,MTL,300000.81,300000.81,1.01,2024-02-29T00:00:00.000,2027-02-28T00:00:00.000,,Small
126280330,128972322.9,Active,Current,Personal Loans,20002.04,20002.04,2.33,2024-03-14T00:00:00.000,2025-03-14T00:00:00.000,,Small
126032844.3,93712580,Active,Current,Personal Loans,28999.74,24664.15,-0.01,2023-09-22T00:00:00.000,2024-09-22T00:00:00.000,,Small
126032844.3,93712580,Active,Current,Personal Loans,29000.13,20140.58,0.38,2023-09-22T00:00:00.000,2024-09-22T00:00:00.000,,Small
126032844.3,93712580,Active,Current,Personal Loans,29000.98,15409.99,1.23,2023-09-22T00:00:00.000,2024-09-22T00:00:00.000,,Small
