CUSTOMER_ID,SAVINGS_ACCOUNT_INDICATOR,CHECKING_ACCOUNT_INDICATOR,TIME_DEPOSIT_ACCOUNT_INDICATOR,AUTO_LOAN_INDICATOR,HOUSING_LOAN_INDICATOR,PERSONAL_LOAN_INDICATOR,BB_LOAN_INDICATOR,LIFE_INSURANCE_INDICATOR,NONLIFE_INSURANCE_INDICATOR,INVESTMENT_INDICATOR,CURRENT_MONTH
7706042.8571,1,0,0,0,0,1,0,0,0,0,10/2023
7710214.2857,1,1,0,0,0,0,0,1,1,0,10/2023
7818001.4286,1,0,0,0,0,0,0,1,0,1,10/2023
7854400.0,0,1,0,0,0,1,0,1,1,0,10/2023
7980758.5714,1,1,0,0,0,1,1,1,0,0,10/2023
8081487.1429,1,1,0,0,0,1,0,0,0,0,10/2023
8105671.4286,1,0,0,0,0,1,1,0,0,0,10/2023
8120201.4286,1,1,0,1,0,1,0,0,0,0,10/2023
8185288.5714,1,0,0,1,0,1,0,1,1,0,10/2023
8218874.2857,1,1,0,0,0,0,0,0,0,0,10/2023
8397300.0,0,0,0,0,0,0,1,0,0,0,10/2023
8414760.0,1,0,0,0,0,0,0,0,0,0,10/2023
8518385.7143,1,1,0,0,0,1,1,0,0,0,10/2023
8658387.1429,1,0,0,0,0,0,0,0,0,0,10/2023
8790930.0,1,0,0,0,0,1,0,0,0,0,10/2023
8797928.5714,1,1,0,0,0,1,0,1,0,0,10/2023
9225900.0,1,1,0,0,0,1,0,0,0,0,10/2023
9356171.4286,1,1,0,0,0,1,0,1,0,0,10/2023
9375772.8571,1,0,0,0,0,0,0,0,0,0,10/2023
9398157.1429,1,1,0,0,0,1,0,1,1,1,10/2023
9447000.0,1,0,0,0,0,1,0,0,0,0,10/2023
9490174.2857,1,1,1,0,0,1,0,0,0,0,10/2023
9634057.1429,1,1,0,0,1,1,0,1,1,0,10/2023
9687717.1429,1,0,0,0,0,1,0,0,0,0,10/2023
9738600.0,1,1,1,1,1,1,0,1,1,1,10/2023
9753714.2857,1,1,0,0,0,1,0,0,0,0,10/2023
10029442.8571,1,1,0,1,0,1,0,1,0,0,10/2023
10032215.7143,1,1,0,0,0,1,1,0,0,0,10/2023
10053701.4286,1,0,0,0,0,1,0,0,0,0,10/2023
10145685.7143,1,1,0,0,0,1,0,1,0,0,10/2023
10217742.8571,1,1,0,1,1,1,1,1,1,0,10/2023
10245428.5714,1,1,0,0,0,1,0,1,0,0,10/2023
10565787.1429,1,1,0,1,0,1,1,0,0,0,10/2023
10696574.2857,1,1,0,0,0,1,1,0,0,0,10/2023
10702385.7143,1,0,0,0,0,1,0,0,0,0,10/2023
10756501.4286,1,0,0,0,0,0,0,0,0,0,10/2023
10782072.8571,1,0,0,0,0,1,1,0,0,1,10/2023
10841802.8571,1,0,0,0,0,0,0,0,0,0,10/2023
11143857.1429,1,1,0,0,0,0,0,0,0,0,10/2023
11157244.2857,1,0,0,0,0,1,0,0,0,0,10/2023
11179174.2857,1,1,0,0,0,1,0,1,0,0,10/2023
11236474.2857,1,1,0,0,0,1,0,1,0,0,10/2023
11489315.7143,0,1,0,0,0,1,1,1,0,0,10/2023
11926230.0,0,1,0,0,0,0,1,1,0,0,10/2023
11944258.5714,1,0,0,0,0,1,0,1,0,0,10/2023
12022085.7143,0,1,0,1,0,1,1,1,1,0,10/2023
12040458.5714,1,1,0,0,0,1,0,0,0,0,10/2023
12070215.7143,1,0,0,0,0,1,1,1,0,1,10/2023
12216172.8571,1,1,0,0,1,1,1,1,1,0,10/2023
12238602.8571,1,0,0,0,0,0,0,0,0,0,10/2023
12462330.0,1,1,0,0,0,1,0,0,0,0,10/2023
12468774.2857,1,0,0,0,0,0,0,0,0,0,10/2023
12718985.7143,1,1,0,0,0,1,1,1,0,1,10/2023
12924457.1429,1,1,0,0,0,1,0,1,0,1,10/2023
12962772.8571,1,0,0,0,0,1,0,1,1,0,10/2023
12979085.7143,1,0,0,0,0,0,0,0,0,0,10/2023
13083731.4286,1,1,0,0,0,1,1,0,0,0,10/2023
13183460.0,1,1,0,0,0,1,1,0,0,0,10/2023
13362488.5714,1,0,0,0,0,1,0,0,0,0,10/2023
13497457.1429,1,1,1,0,0,1,0,0,0,1,10/2023
13506930.0,1,0,0,0,0,0,0,0,0,0,10/2023
13527485.7143,0,1,0,0,1,1,0,0,0,0,10/2023
13740001.4286,1,1,0,0,0,1,1,1,0,0,10/2023
13747101.4286,1,0,0,0,0,1,0,0,0,0,10/2023
13749485.7143,1,1,0,1,0,1,0,0,0,0,10/2023
13904744.2857,1,0,0,0,0,1,1,0,0,0,10/2023
13971857.1429,1,1,0,1,0,1,0,0,0,0,10/2023
14081174.2857,1,0,1,0,0,0,0,0,0,0,10/2023
14123687.1429,1,1,0,0,0,1,1,0,0,1,10/2023
14267042.8571,1,0,0,0,0,0,1,1,0,1,10/2023
14352800.0,1,0,0,0,0,1,0,0,0,0,10/2023
14399585.7143,0,1,0,0,0,1,0,0,0,0,10/2023
14444885.7143,1,1,0,0,0,1,1,0,0,0,10/2023
14489801.4286,1,0,0,0,0,0,0,0,0,0,10/2023
14494685.7143,1,1,0,0,0,1,1,1,0,0,10/2023
14744230.0,1,0,0,0,0,1,1,0,0,0,10/2023
14894942.8571,0,1,0,0,0,1,0,0,0,0,10/2023
15187601.4286,1,0,0,1,0,1,1,0,0,0,10/2023
15241985.7143,1,0,0,0,0,1,0,1,0,0,10/2023
15574145.7143,1,0,0,0,0,1,0,0,0,0,10/2023
15583887.1429,0,1,0,0,0,1,1,0,0,0,10/2023
15608930.0,1,1,0,1,0,1,1,0,0,0,10/2023
15751342.8571,1,0,0,0,0,0,0,1,0,0,10/2023
15807314.2857,1,1,0,0,0,0,0,0,0,0,10/2023
15997228.5714,1,1,0,1,0,1,1,1,1,0,10/2023
16212157.1429,1,1,1,0,0,1,0,0,0,1,10/2023
16263414.2857,1,0,0,0,0,1,0,0,0,0,10/2023
16274658.5714,1,0,0,0,0,0,0,0,0,0,10/2023
16296542.8571,1,1,1,1,0,1,1,1,1,0,10/2023
16400000.0,1,0,0,0,0,0,0,0,0,0,10/2023
16450074.2857,0,1,0,0,0,0,0,0,0,0,10/2023
16501485.7143,1,0,0,0,0,0,0,1,0,0,10/2023
16543057.1429,1,0,1,0,0,0,0,0,0,0,10/2023
16548114.2857,1,0,0,0,0,1,1,1,0,0,10/2023
16647872.8571,1,0,0,0,0,1,0,1,1,0,10/2023
16766501.4286,1,0,0,0,0,1,1,0,0,0,10/2023
16945588.5714,1,1,0,0,0,1,1,1,0,0,10/2023
16946444.2857,1,1,0,1,1,1,1,1,1,0,10/2023
16985717.1429,1,0,0,0,0,0,0,0,0,0,10/2023
17115057.1429,1,1,0,0,0,0,0,0,0,0,10/2023
17147572.8571,1,1,0,0,0,0,1,0,0,0,10/2023
17255771.4286,1,1,0,0,0,0,0,0,0,0,10/2023
17307685.7143,1,1,0,0,0,1,1,1,1,0,10/2023
17311488.5714,1,0,0,0,0,0,0,1,0,0,10/2023
17378431.4286,0,1,0,0,0,1,1,0,0,0,10/2023
17404542.8571,1,0,0,0,0,0,0,1,0,0,10/2023
17422042.8571,1,1,0,0,0,1,0,1,0,1,10/2023
17500672.8571,0,1,0,0,0,0,1,0,0,0,10/2023
17607042.8571,1,0,0,0,0,0,0,0,0,0,10/2023
17625158.5714,0,1,1,0,0,0,1,1,0,0,10/2023
17860160.0,1,0,0,0,0,1,1,0,0,0,10/2023
17970371.4286,1,0,0,0,0,0,0,0,0,0,10/2023
18071031.4286,0,1,0,0,0,0,0,1,0,0,10/2023
18296242.8571,1,1,0,0,0,0,0,0,0,0,10/2023
18512787.1429,1,0,1,0,0,1,0,1,0,0,10/2023
18557030.0,1,0,0,0,1,1,0,1,1,0,10/2023
18664600.0,0,0,0,0,0,1,0,0,0,1,10/2023
18704430.0,1,1,0,0,0,1,0,0,0,0,10/2023
18820014.2857,1,1,0,0,0,0,0,0,0,0,10/2023
18949428.5714,1,1,0,0,0,1,0,0,0,1,10/2023
19046571.4286,1,1,0,0,0,0,0,0,0,0,10/2023
19110917.1429,0,1,0,0,0,0,1,0,0,0,10/2023
19160760.0,0,1,0,0,0,0,0,0,0,0,10/2023
19268942.8571,1,0,0,0,0,1,0,1,0,1,10/2023
19364200.0,1,1,0,0,0,0,0,0,0,0,10/2023
19447574.2857,1,0,0,0,0,0,0,0,0,0,10/2023
19580285.7143,1,1,0,0,0,1,0,0,0,1,10/2023
19628900.0,0,0,1,0,0,0,0,1,0,0,10/2023
19673144.2857,1,1,0,0,0,1,0,0,0,1,10/2023
19734317.1429,1,0,0,0,0,1,0,1,0,0,10/2023
19751258.5714,1,1,0,0,0,1,1,1,0,0,10/2023
19880644.2857,1,1,0,0,0,1,0,0,0,0,10/2023
19886244.2857,1,0,0,0,0,0,1,0,0,0,10/2023
19940857.1429,1,1,0,0,0,0,0,0,0,0,10/2023
20071500.0,1,1,0,0,1,0,0,0,0,1,10/2023
20083242.8571,1,1,0,0,0,1,0,1,0,1,10/2023
20342557.1429,1,1,0,0,0,1,0,0,0,0,10/2023
20346317.1429,0,1,0,0,0,0,0,0,0,0,10/2023
20348214.2857,1,1,0,0,0,1,0,1,1,0,10/2023
20376174.2857,1,1,0,1,0,1,1,1,1,0,10/2023
20454458.5714,1,0,0,0,0,1,1,0,0,0,10/2023
20538888.5714,0,1,0,0,0,0,0,0,0,0,10/2023
20654530.0,1,0,0,0,0,0,0,0,0,0,10/2023
20701357.1429,1,1,1,0,0,1,1,1,1,0,10/2023
20706942.8571,1,1,0,1,0,1,1,1,0,0,10/2023
20711288.5714,0,0,0,0,0,0,1,1,0,0,10/2023
20736300.0,1,1,0,0,0,0,0,0,0,1,10/2023
20745574.2857,1,1,0,0,0,0,1,0,0,0,10/2023
20866300.0,1,1,1,0,0,0,0,0,0,1,10/2023
20975801.4286,1,0,0,0,0,0,0,0,0,0,10/2023
20991528.5714,1,0,0,0,0,1,0,0,0,1,10/2023
21158301.4286,1,1,0,0,0,1,0,0,0,0,10/2023
21203672.8571,1,1,0,0,1,1,1,1,1,0,10/2023
21257101.4286,1,1,0,0,0,1,1,0,0,0,10/2023
21404587.1429,1,0,0,1,0,1,0,0,0,0,10/2023
21872787.1429,1,0,0,0,0,0,0,0,0,0,10/2023
22096488.5714,0,0,0,0,0,1,0,0,0,0,10/2023
22100701.4286,1,0,0,0,1,0,1,1,1,0,10/2023
22324385.7143,1,1,0,1,1,1,1,1,1,0,10/2023
22428844.2857,1,0,0,0,0,0,0,0,0,0,10/2023
22448888.5714,1,0,0,0,0,1,0,1,0,0,10/2023
22460917.1429,1,0,0,0,0,0,0,1,0,0,10/2023
22476930.0,1,0,0,0,0,1,0,0,0,0,10/2023
22479928.5714,1,1,0,1,0,1,0,1,0,1,10/2023
22596728.5714,1,1,1,1,1,1,0,1,1,0,10/2023
22649288.5714,1,1,0,0,0,1,0,0,0,0,10/2023
22830442.8571,1,1,0,1,0,1,0,1,1,1,10/2023
22984300.0,1,0,0,0,0,0,0,1,0,0,10/2023
23072857.1429,1,1,0,0,0,0,0,0,0,0,10/2023
23193231.4286,0,0,0,0,0,1,0,0,0,0,10/2023
23238801.4286,1,1,0,0,0,0,0,0,0,0,10/2023
23458285.7143,1,0,0,0,0,1,0,1,1,0,10/2023
23599830.0,0,1,0,0,0,1,0,0,0,0,10/2023
23657745.7143,1,1,0,0,0,1,0,0,0,0,10/2023
23709460.0,1,1,0,0,0,1,1,0,0,0,10/2023
23897971.4286,1,1,0,0,0,1,0,1,0,0,10/2023
24478160.0,1,1,0,0,0,1,0,0,0,0,10/2023
24482558.5714,0,1,0,0,0,0,0,0,0,0,10/2023
24524328.5714,1,1,0,0,0,1,0,1,1,0,10/2023
24559842.8571,1,0,0,0,0,0,0,0,0,0,10/2023
24563244.2857,1,0,0,0,0,1,0,1,0,0,10/2023
24615631.4286,1,0,0,0,0,0,0,0,0,0,10/2023
24698501.4286,1,0,0,0,0,1,0,0,0,0,10/2023
24790457.1429,1,1,0,0,0,1,0,0,0,0,10/2023
24802014.2857,1,1,1,0,0,1,0,1,0,1,10/2023
24848314.2857,1,1,0,1,0,1,0,1,1,0,10/2023
24876085.7143,1,1,0,1,0,0,0,1,0,0,10/2023
24997357.1429,1,0,0,1,0,1,1,0,0,0,10/2023
25012687.1429,1,1,0,0,0,1,0,0,0,0,10/2023
25030272.8571,1,1,0,1,0,1,0,0,0,0,10/2023
25033442.8571,1,1,0,0,0,1,0,0,0,1,10/2023
25113602.8571,1,1,0,1,0,1,1,1,0,0,10/2023
25134430.0,1,0,0,0,0,0,0,0,0,0,10/2023
25162572.8571,1,1,0,0,1,1,0,1,1,0,10/2023
25201801.4286,1,0,0,0,0,1,1,1,0,0,10/2023
25290657.1429,1,1,0,1,1,1,1,1,1,1,10/2023
25342557.1429,1,1,0,1,0,1,0,1,0,0,10/2023
25353314.2857,1,0,0,0,0,0,0,0,0,0,10/2023
25772158.5714,1,0,0,0,0,1,0,1,1,0,10/2023
25843715.7143,1,1,0,0,0,1,0,0,0,0,10/2023
25875345.7143,1,0,0,0,0,1,0,0,0,0,10/2023
25940972.8571,1,0,0,0,0,1,0,0,0,0,10/2023
26056874.2857,1,1,0,0,0,1,1,1,0,0,10/2023
26064130.0,0,0,0,0,0,1,0,1,0,0,10/2023
26133815.7143,1,0,0,0,0,1,1,0,0,0,10/2023
26143917.1429,0,1,0,0,0,0,1,0,0,0,10/2023
26382174.2857,0,1,0,0,0,0,0,0,0,0,10/2023
26415515.7143,1,1,0,0,0,0,0,1,0,0,10/2023
26666658.5714,1,1,0,0,1,1,0,1,1,0,10/2023
26713672.8571,1,0,0,0,0,1,0,1,0,1,10/2023
26789244.2857,1,0,0,0,0,0,0,0,0,0,10/2023
26800258.5714,1,1,0,0,0,0,1,0,0,0,10/2023
26836171.4286,1,1,0,0,0,0,0,0,0,0,10/2023
26889171.4286,0,0,0,0,0,0,0,1,1,0,10/2023
26913445.7143,1,1,0,0,0,1,0,0,0,0,10/2023
27042285.7143,1,1,1,0,0,1,0,1,1,0,10/2023
27156814.2857,0,1,0,0,0,1,1,0,0,0,10/2023
27418714.2857,1,0,1,0,0,1,0,0,0,0,10/2023
27464872.8571,1,1,0,0,0,1,1,0,0,0,10/2023
27475385.7143,1,0,0,0,0,0,0,0,0,0,10/2023
27476000.0,1,0,0,0,0,1,0,1,1,0,10/2023
27496501.4286,1,0,0,0,0,1,1,0,0,0,10/2023
27547685.7143,1,1,0,0,0,1,0,0,0,0,10/2023
27591972.8571,0,1,0,0,0,1,1,1,0,0,10/2023
27669644.2857,1,0,0,0,0,0,0,0,0,0,10/2023
27684944.2857,1,1,0,0,0,1,1,1,1,0,10/2023
27762771.4286,1,0,0,0,0,1,0,0,0,0,10/2023
27783145.7143,1,1,0,0,0,0,0,0,0,0,10/2023
27807517.1429,1,0,0,0,0,0,0,0,0,0,10/2023
27844287.1429,1,1,0,0,0,1,1,0,0,0,10/2023
27848217.1429,0,0,0,0,0,1,0,0,0,0,10/2023
27851142.8571,1,1,1,0,1,1,0,1,1,0,10/2023
27899214.2857,1,0,0,0,0,1,1,0,0,0,10/2023
28108728.5714,1,1,0,0,0,1,0,0,0,1,10/2023
28129672.8571,0,0,0,0,0,1,0,1,0,0,10/2023
28548472.8571,1,1,0,0,0,1,1,1,0,0,10/2023
28565500.0,1,0,0,0,0,1,0,1,1,0,10/2023
28721017.1429,1,0,0,0,0,0,0,0,0,0,10/2023
28773828.5714,1,0,0,0,0,1,0,0,0,0,10/2023
28775658.5714,0,1,0,1,0,1,0,1,1,0,10/2023
28847157.1429,1,1,0,0,0,1,0,1,1,0,10/2023
28878472.8571,1,0,0,1,0,0,0,1,1,0,10/2023
28920901.4286,0,0,0,0,0,1,0,0,0,0,10/2023
28921488.5714,1,0,0,0,0,0,0,0,0,0,10/2023
28960431.4286,1,0,0,0,0,1,0,1,1,0,10/2023
29188331.4286,1,1,0,0,0,1,1,0,0,0,10/2023
29221372.8571,1,0,0,0,0,1,1,0,0,0,10/2023
29361542.8571,1,1,0,0,0,1,1,0,0,0,10/2023
29586628.5714,1,0,0,0,0,1,0,0,0,0,10/2023
29594202.8571,1,0,1,0,0,0,0,1,0,0,10/2023
29632931.4286,1,0,0,0,0,0,0,0,0,0,10/2023
29759871.4286,0,0,0,0,0,0,0,1,0,0,10/2023
29782414.2857,1,1,0,0,0,1,1,1,0,0,10/2023
29884628.5714,1,0,0,0,0,1,0,0,0,0,10/2023
29976157.1429,1,1,1,0,0,1,0,0,0,1,10/2023
29995728.5714,1,1,0,1,0,1,1,1,1,0,10/2023
30017257.1429,1,1,0,0,0,1,1,1,1,0,10/2023
30076614.2857,0,0,0,0,0,0,0,0,0,0,10/2023
30356957.1429,1,0,0,0,0,1,1,1,0,0,10/2023
30359428.5714,1,0,1,0,0,1,0,0,0,1,10/2023
30376744.2857,1,0,0,0,0,1,1,0,0,0,10/2023
30446557.1429,1,1,0,0,0,0,0,1,0,0,10/2023
30519400.0,1,1,0,0,0,1,1,1,0,0,10/2023
30567085.7143,0,1,0,0,0,0,0,1,0,0,10/2023
30756728.5714,1,1,0,1,0,0,1,1,1,0,10/2023
30816760.0,1,1,0,0,0,0,0,0,0,0,10/2023
30841544.2857,1,0,0,0,0,1,0,0,0,0,10/2023
30867757.1429,1,1,0,0,0,0,0,0,0,0,10/2023
31189471.4286,1,1,0,0,0,1,0,0,0,0,10/2023
31319871.4286,1,1,0,0,0,1,0,0,0,0,10/2023
31399201.4286,1,0,0,0,0,1,0,0,0,0,10/2023
31703130.0,0,0,0,0,0,1,0,0,0,0,10/2023
31739357.1429,0,0,0,0,0,0,0,0,0,0,10/2023
31751017.1429,1,0,0,0,0,0,0,0,0,0,10/2023
31773542.8571,0,0,0,0,0,1,0,0,0,0,10/2023
31980142.8571,1,0,0,0,0,1,0,0,0,0,10/2023
32019842.8571,0,1,0,0,0,0,0,0,0,0,10/2023
32143530.0,1,0,0,0,0,0,0,0,0,0,10/2023
32287902.8571,1,1,0,1,0,1,1,0,0,0,10/2023
32360415.7143,1,0,0,0,0,0,0,0,0,0,10/2023
32362830.0,1,1,0,1,0,1,1,1,1,1,10/2023
32508085.7143,1,1,1,0,0,1,0,1,0,1,10/2023
32601914.2857,1,0,0,0,0,0,0,0,0,0,10/2023
32718571.4286,1,0,0,0,0,0,0,0,0,0,10/2023
32941287.1429,1,0,1,0,0,1,0,0,0,1,10/2023
33000415.7143,1,0,0,0,0,1,1,0,0,0,10/2023
33158101.4286,1,1,0,1,0,1,1,1,1,0,10/2023
33213915.7143,1,1,0,0,0,0,1,1,0,0,10/2023
33478642.8571,0,0,0,0,0,0,0,1,0,0,10/2023
33493228.5714,1,1,0,1,0,1,1,1,1,0,10/2023
33589328.5714,1,1,0,0,0,1,0,0,0,0,10/2023
33590928.5714,1,1,0,1,0,1,1,1,1,0,10/2023
33786642.8571,1,1,0,1,0,1,0,0,0,0,10/2023
33916442.8571,1,1,0,0,0,1,1,0,0,0,10/2023
34061972.8571,0,1,0,0,0,0,0,0,0,0,10/2023
34146515.7143,1,1,0,1,0,0,0,1,0,0,10/2023
34159287.1429,1,0,0,0,0,1,0,0,0,0,10/2023
34208602.8571,0,0,0,0,0,1,0,0,0,0,10/2023
34254158.5714,1,1,0,0,0,1,0,1,0,0,10/2023
34297442.8571,1,1,0,0,0,1,1,0,0,0,10/2023
34306185.7143,1,0,0,0,0,1,0,0,0,0,10/2023
34497344.2857,1,1,0,0,0,1,0,0,0,0,10/2023
34845302.8571,0,1,0,0,1,0,0,1,1,0,10/2023
35261685.7143,1,0,0,0,0,0,0,0,0,0,10/2023
35343730.0,1,1,0,0,0,1,0,0,0,0,10/2023
35350060.0,1,1,0,0,0,0,0,0,0,0,10/2023
35573300.0,1,1,0,0,0,1,0,0,0,0,10/2023
35602244.2857,1,1,0,0,0,1,1,0,0,0,10/2023
35680772.8571,1,0,0,0,0,1,0,0,0,0,10/2023
35716742.8571,1,0,0,0,0,0,0,0,0,0,10/2023
35888717.1429,0,1,0,1,0,0,0,0,0,0,10/2023
35895658.5714,1,1,0,0,0,1,0,0,0,0,10/2023
35904742.8571,1,0,0,1,0,1,0,0,0,1,10/2023
36088242.8571,1,0,0,0,0,1,1,0,0,1,10/2023
36109745.7143,1,0,0,0,0,1,0,1,0,0,10/2023
36135258.5714,1,0,0,0,0,1,0,1,0,0,10/2023
36315057.1429,1,1,0,0,0,0,0,0,0,0,10/2023
36384671.4286,1,1,0,0,0,1,0,1,1,0,10/2023
36421015.7143,1,0,0,0,0,1,1,0,0,0,10/2023
36518472.8571,0,1,0,0,0,0,1,1,1,0,10/2023
36595401.4286,1,0,0,0,0,1,0,0,0,0,10/2023
36611385.7143,1,1,0,0,0,0,1,1,0,0,10/2023
36697572.8571,0,0,0,0,0,0,0,1,1,0,10/2023
36920585.7143,1,0,0,0,0,1,0,0,0,0,10/2023
36982228.5714,1,1,0,1,1,1,0,1,1,0,10/2023
37048142.8571,1,1,1,1,0,1,0,1,1,1,10/2023
37049728.5714,1,1,0,0,0,1,1,1,1,0,10/2023
37052157.1429,1,1,0,0,0,1,1,1,1,0,10/2023
37052285.7143,0,1,0,1,1,1,0,1,1,0,10/2023
37114745.7143,1,0,0,0,0,1,0,0,0,0,10/2023
37430071.4286,1,1,0,1,0,1,1,0,0,0,10/2023
37449472.8571,1,0,0,0,0,0,0,0,0,0,10/2023
37691902.8571,1,0,0,0,0,0,0,0,0,0,10/2023
37718800.0,0,0,0,0,0,1,0,0,0,0,10/2023
37829958.5714,0,0,0,0,0,0,0,1,1,0,10/2023
37882728.5714,1,0,0,0,0,0,0,1,0,0,10/2023
38073617.1429,1,0,1,0,0,1,0,0,0,1,10/2023
38178044.2857,0,1,0,0,0,1,1,1,1,0,10/2023
38185287.1429,1,1,0,0,0,1,1,0,0,0,10/2023
