CUSTOMER_ID,CARD_TYPE
32313300.0,EMV Gold MC
70730658.5714,EMV Gold MC
134394485.7143,EMV Gold MC
67622915.7143,BPI Platinum Rewards MC
120027414.2857,BPI Platinum Rewards MC
66730728.5714,BPI Signature Visa
132957457.1429,EMV Gold MC
116786717.1429,Regular Visa
98087714.2857,EMV Gold MC
9759142.8571,EMV Gold MC
49887000.0,EMV Gold MC
70308087.1429,Magstripe-Blue MC
30018715.7143,E-Credit
4496157.1429,EMV Gold MC
68508474.2857,Magstripe-Blue MC
7983287.1429,EMV BPI Edge
43295944.2857,EMV Petron
59629187.1429,EMV Petron
24849387.1429,EMV Gold MC
65943301.4286,EMV Blue MC
18001900.0,EMV Petron
51300842.8571,Magstripe-Blue MC
49902001.4286,Magstripe-Blue MC
57140642.8571,EMV Blue MC
94130717.1429,EMV Gold MC
22588872.8571,EMV Blue MC
67478300.0,EMV Blue MC
2175800.0,EMV Blue MC
51205400.0,EMV Blue MC
60514331.4286,Magstripe-Blue MC
73983872.8571,E-Credit
136210157.1429,Regular Visa
84618472.8571,EMV Gold MC
37475287.1429,BPI Signature Visa
79344844.2857,EMV Gold MC
61375971.4286,EMV Gold MC
7983287.1429,EMV Blue MC
140955142.8571,EMV Gold MC
71588830.0,BPI Platinum Rewards MC
1414272.8571,EMV Blue MC
29898157.1429,EMV Gold MC
15247031.4286,Magstripe-Blue MC
121763888.5714,Regular Visa
6196415.7143,EMV Gold MC
46843228.5714,EMV Gold MC
81223574.2857,Magstripe-Blue MC
113649558.5714,EMV Gold MC
61131115.7143,EMV Gold MC
19154871.4286,EMV Gold MC
139526488.5714,Magstripe-Blue MC
7916685.7143,Platinum Visa
26410458.5714,EMV Blue MC
39420071.4286,EMV Gold MC
32725731.4286,Magstripe-Blue MC
85458771.4286,EMV BPI Edge
100674558.5714,Magstripe-Blue MC
34367085.7143,EMV Gold MC
140384044.2857,Magstripe-Blue MC
4131357.1429,EMV Gold MC
1364874.2857,BPI Platinum Rewards MC
130296187.1429,EMV Gold MC
115649544.2857,EMV Petron
17008244.2857,Magstripe-Blue MC
140757285.7143,E-Credit
107574285.7143,EMV Gold MC
31372317.1429,E-Credit
28341628.5714,EMV Gold MC
119417714.2857,EMV Petron
103067944.2857,E-Credit
31994644.2857,EMV Blue MC
101418857.1429,E-Credit
66608788.5714,Magstripe-Blue MC
9421001.4286,EMV Blue MC
106390844.2857,Regular Visa
90703171.4286,EMV Petron
29443617.1429,Magstripe-Blue MC
83069474.2857,Magstripe-Blue MC
61957201.4286,EMV Blue MC
69719445.7143,Platinum Visa
66838142.8571,EMV Gold MC
53302687.1429,EMV Gold MC
47120442.8571,EMV Blue MC
93336714.2857,EMV Gold MC
116310200.0,BPI Signature Visa
22694202.8571,EMV Gold MC
139792014.2857,EMV Gold MC
73250188.5714,EMV Gold MC
125584731.4286,EMV Gold MC
116813671.4286,EMV Gold MC
126032844.2857,EMV Petron
63087717.1429,Magstripe-Blue MC
5165431.4286,EMV Gold MC
20614385.7143,E-Credit
113150344.2857,EMV Blue MC
30924487.1429,EMV Blue MC
96170900.0,EMV Gold MC
89242202.8571,E-Credit
119732857.1429,E-Credit
110565574.2857,EMV Gold MC
90386628.5714,EMV Gold MC
135879687.1429,EMV Gold MC
121957142.8571,EMV Gold MC
99075902.8571,EMV Gold MC
48440745.7143,Magstripe-Blue MC
52490515.7143,EMV BPI Edge
43090244.2857,Magstripe-Blue MC
11747830.0,Regular Visa
28886017.1429,Magstripe-Blue MC
94851017.1429,Magstripe-Blue MC
92908471.4286,EMV Gold MC
26511958.5714,EMV Blue MC
29624200.0,EMV Blue MC
118916930.0,Regular Visa
49589171.4286,EMV Gold MC
10313745.7143,Magstripe-Blue MC
54258872.8571,EMV Blue MC
1925860.0,EMV Gold MC
46356571.4286,EMV Gold MC
31085985.7143,EMV Blue MC
15600272.8571,BPI Signature Visa
39517602.8571,Magstripe-Blue MC
49631087.1429,EMV Gold MC
37768014.2857,EMV Gold MC
110555002.8571,Magstripe-Blue MC
47094985.7143,EMV BPI Edge
128152017.1429,Magstripe-Blue MC
53016344.2857,Magstripe-Blue MC
79500614.2857,EMV Blue MC
94700602.8571,Magstripe-Blue MC
121838160.0,Magstripe-Blue MC
74637002.8571,Magstripe-Blue MC
89396058.5714,EMV Gold MC
1998857.1429,EMV Gold MC
73903642.8571,Magstripe-Blue MC
103057701.4286,EMV Gold MC
79470201.4286,BPI Platinum Rewards MC
52378930.0,Magstripe-Blue MC
127852902.8571,BPI Platinum Rewards MC
81223574.2857,E-Credit
31955242.8571,BPI Platinum Rewards MC
119943901.4286,EMV Blue MC
470930.0,EMV Gold MC
109567400.0,EMV Gold MC
40922885.7143,BPI Platinum Rewards MC
119760844.2857,EMV Blue MC
82496958.5714,Regular Visa
73806601.4286,EMV Blue MC
40922885.7143,EMV Petron
28425700.0,EMV Blue MC
35757944.2857,EMV Gold MC
87198600.0,EMV Gold MC
129419072.8571,EMV Gold MC
31387958.5714,EMV Petron
24102857.1429,EMV Gold MC
112949301.4286,EMV Blue MC
5265717.1429,EMV Gold MC
78289558.5714,EMV Gold MC
5073944.2857,EMV Blue MC
86837728.5714,EMV Gold MC
9547431.4286,Magstripe-Blue MC
41244445.7143,Magstripe-Blue MC
44538272.8571,EMV Blue MC
123214600.0,EMV Gold MC
137660272.8571,EMV Blue MC
120285144.2857,EMV Gold MC
43664057.1429,EMV Gold MC
94415872.8571,Magstripe-Blue MC
44900931.4286,EMV Gold MC
87218258.5714,EMV Gold MC
65687558.5714,EMV Gold MC
121026958.5714,EMV Blue MC
139410287.1429,Magstripe-Blue MC
121099445.7143,Magstripe-Blue MC
126581242.8571,EMV Petron
71639115.7143,EMV Petron
114598371.4286,EMV Gold MC
89388571.4286,EMV Gold MC
116357857.1429,EMV Blue MC
132136185.7143,EMV Gold MC
3783757.1429,EMV Petron
120905574.2857,Magstripe-Blue MC
131521017.1429,Magstripe-Blue MC
79804771.4286,E-Credit
37966687.1429,EMV Gold MC
104053617.1429,Regular Visa
70070271.4286,EMV Gold MC
132514460.0,Platinum Visa
58783228.5714,EMV Blue MC
79143058.5714,Magstripe-Blue MC
9745887.1429,EMV Blue MC
98515242.8571,EMV Gold MC
92806714.2857,EMV Gold MC
104250657.1429,EMV Gold MC
87879902.8571,EMV Petron
24908142.8571,EMV Gold MC
88390457.1429,EMV Blue MC
87344717.1429,Magstripe-Blue MC
35725442.8571,EMV Petron
131696771.4286,EMV Blue MC
55582301.4286,Regular Visa
124975242.8571,EMV Blue MC
134631171.4286,EMV Blue MC
115950044.2857,E-Credit
77804574.2857,BPI Signature Visa
73962871.4286,EMV Gold MC
93537400.0,EMV Gold MC
34921900.0,EMV Gold MC
80352158.5714,EMV Petron
117544071.4286,EMV Gold MC
52362271.4286,Magstripe-Blue MC
81723757.1429,Magstripe-Blue MC
83734730.0,Platinum Visa
68508474.2857,E-Credit
16337145.7143,BPI Platinum Rewards MC
123991185.7143,EMV Petron
18781017.1429,Magstripe-Blue MC
116310200.0,EMV Gold MC
111856671.4286,Magstripe-Blue MC
96912645.7143,EMV Gold MC
111949685.7143,EMV Gold MC
73110857.1429,EMV Gold MC
106390844.2857,E-Credit
136444228.5714,EMV Petron
74492885.7143,EMV Blue MC
101447385.7143,EMV Blue MC
54345872.8571,EMV Petron
2682285.7143,E-Credit
100617815.7143,Magstripe-Blue MC
18152158.5714,EMV Gold MC
63894687.1429,EMV Blue MC
134233460.0,Magstripe-Blue MC
141467400.0,EMV Gold MC
122394602.8571,Magstripe-Blue MC
116625345.7143,Magstripe-Blue MC
88432557.1429,EMV Gold MC
112437014.2857,Magstripe-Blue MC
41927385.7143,EMV Blue MC
67304857.1429,EMV Gold MC
115117057.1429,EMV Gold MC
117335271.4286,EMV BPI Edge
28946687.1429,EMV Blue MC
93423671.4286,EMV Blue MC
101247157.1429,EMV Gold MC
16586714.2857,EMV Gold MC
19171887.1429,Magstripe-Blue MC
126556874.2857,EMV Gold MC
45468814.2857,BPI Platinum Rewards MC
16533017.1429,Magstripe-Blue MC
118035585.7143,E-Credit
78891928.5714,E-Credit
43295944.2857,E-Credit
116357857.1429,EMV Petron
66747902.8571,Magstripe-Blue MC
31350044.2857,Magstripe-Blue MC
108875385.7143,EMV Gold MC
36747445.7143,EMV Gold MC
25239828.5714,EMV Gold MC
79416542.8571,BPI Platinum Rewards MC
114454557.1429,EMV Blue MC
92535372.8571,EMV Gold MC
122334002.8571,Magstripe-Blue MC
108708574.2857,EMV Gold MC
34367085.7143,EMV Petron
110020685.7143,E-Credit
81542471.4286,EMV Petron
108409914.2857,EMV Gold MC
60254658.5714,EMV Gold MC
109840302.8571,EMV Gold MC
32013387.1429,EMV Blue MC
73074871.4286,EMV Blue MC
73250188.5714,E-Credit
2089201.4286,EMV Gold MC
45974460.0,Magstripe-Blue MC
11874542.8571,EMV Gold MC
62776317.1429,Regular Visa
68844714.2857,EMV Gold MC
98601515.7143,EMV Blue MC
15093600.0,BPI Signature Visa
67304857.1429,EMV Petron
91712942.8571,EMV Gold MC
31080542.8571,EMV Gold MC
141762057.1429,EMV Petron
78634558.5714,Magstripe-Blue MC
79804771.4286,EMV Gold MC
81448485.7143,EMV Gold MC
115557142.8571,E-Credit
81226901.4286,E-Credit
89572701.4286,EMV Gold MC
30657687.1429,EMV Gold MC
132191888.5714,Regular Visa
102487030.0,Magstripe-Blue MC
121476558.5714,Magstripe-Blue MC
105587572.8571,EMV Blue MC
68036815.7143,EMV Blue MC
66838142.8571,EMV Petron
89583115.7143,Regular Visa
108997257.1429,EMV Gold MC
140757285.7143,EMV Gold MC
44190128.5714,E-Credit
94935172.8571,Regular Visa
100826958.5714,EMV Blue MC
119732857.1429,EMV Gold MC
69650687.1429,Platinum Visa
78793142.8571,EMV Gold MC
79588902.8571,Magstripe-Blue MC
20843460.0,EMV Gold MC
56987287.1429,Magstripe-Blue MC
70937501.4286,Magstripe-Blue MC
89242202.8571,BPI Signature Visa
136844542.8571,EMV Petron
119281287.1429,EMV Gold MC
96710130.0,EMV Blue MC
91095614.2857,EMV BPI Edge
109570701.4286,E-Credit
87186888.5714,Magstripe-Blue MC
30644502.8571,Magstripe-Blue MC
135350745.7143,E-Credit
59145300.0,E-Credit
35930530.0,EMV Gold MC
24230457.1429,EMV Gold MC
24654828.5714,EMV Blue MC
91120188.5714,Regular Visa
86947101.4286,EMV Blue MC
105797130.0,Regular Visa
65838802.8571,EMV Gold MC
88562014.2857,Regular Visa
52291114.2857,Regular Visa
66838142.8571,Platinum Visa
77383387.1429,EMV Blue MC
117738017.1429,EMV Gold MC
92535372.8571,E-Credit
20890374.2857,Magstripe-Blue MC
25128672.8571,EMV Blue MC
115292888.5714,Magstripe-Blue MC
106235071.4286,EMV Gold MC
118035585.7143,EMV Gold MC
29557772.8571,EMV Gold MC
16518000.0,EMV Gold MC
132426100.0,EMV Gold MC
66730728.5714,EMV Gold MC
74056587.1429,BPI Platinum Rewards MC
93532342.8571,EMV Petron
46629758.5714,BPI Platinum Rewards MC
12112017.1429,EMV Petron
30175242.8571,EMV Petron
35796657.1429,EMV Gold MC
84519731.4286,EMV Gold MC
54315685.7143,EMV Gold MC
124305460.0,E-Credit
90410017.1429,BPI Signature Visa
22036300.0,EMV BPI Edge
34416372.8571,EMV Blue MC
2633700.0,EMV Petron
77874442.8571,EMV Blue MC
106147071.4286,Magstripe-Blue MC
139410287.1429,E-Credit
120931487.1429,Magstripe-Blue MC
89110301.4286,EMV Blue MC
94691430.0,EMV Gold MC
3578130.0,Regular Visa
117141744.2857,EMV Blue MC
276272.8571,Magstripe-Blue MC
97250902.8571,Regular Visa
86284857.1429,EMV Gold MC
52261372.8571,EMV Blue MC
84293772.8571,E-Credit
66696501.4286,EMV Gold MC
119887672.8571,EMV Blue MC
42971188.5714,EMV Gold MC
141153631.4286,Magstripe-Blue MC
42767930.0,EMV Blue MC
101418857.1429,EMV Blue MC
141548930.0,EMV Gold MC
124305460.0,EMV Petron
18152158.5714,Magstripe-Blue MC
59145300.0,Magstripe-Blue MC
47364228.5714,EMV Blue MC
134473285.7143,EMV Gold MC
136713045.7143,EMV Gold MC
9759142.8571,Platinum Visa
1237760.0,Regular Visa
103221930.0,BPI Signature Visa
123379014.2857,EMV Petron
99391971.4286,EMV Gold MC
91193357.1429,EMV Petron
31811660.0,EMV Gold MC
139118387.1429,E-Credit
113572942.8571,EMV Blue MC
132191888.5714,EMV Gold MC
2711431.4286,Regular Visa
135059115.7143,EMV Gold MC
119710874.2857,EMV Gold MC
130651487.1429,EMV Gold MC
84519731.4286,E-Credit
70475202.8571,EMV Gold MC
49335658.5714,EMV Blue MC
83067700.0,Magstripe-Blue MC
112960444.2857,Magstripe-Blue MC
101235671.4286,EMV Petron
34422528.5714,EMV BPI Edge
95925860.0,EMV Blue MC
71384558.5714,EMV Gold MC
92002917.1429,BPI Signature Visa
96298372.8571,EMV Gold MC
24386231.4286,EMV Gold MC
52500057.1429,BPI Platinum Rewards MC
130363587.1429,E-Credit
13021517.1429,EMV Gold MC
32020374.2857,EMV Gold MC
68508474.2857,EMV Petron
79621257.1429,EMV Petron
49170958.5714,EMV Blue MC
21736157.1429,Regular Visa
138882031.4286,Magstripe-Blue MC
68598874.2857,Magstripe-Blue MC
8429774.2857,E-Credit
107735057.1429,EMV Gold MC
10486588.5714,Magstripe-Blue MC
24521302.8571,EMV Gold MC
11586258.5714,EMV Blue MC
19061358.5714,EMV Gold MC
1474544.2857,EMV Gold MC
57491645.7143,BPI Platinum Rewards MC
104990174.2857,Magstripe-Blue MC
25949172.8571,EMV Gold MC
115767787.1429,Regular Visa
118033658.5714,BPI Platinum Rewards MC
136834158.5714,EMV Gold MC
26563257.1429,EMV Gold MC
34402371.4286,EMV Petron
92606774.2857,EMV Gold MC
76500830.0,EMV Petron
53218958.5714,Magstripe-Blue MC
122985401.4286,EMV Blue MC
92304730.0,Magstripe-Blue MC
47221472.8571,EMV Petron
105099571.4286,Platinum Visa
79470201.4286,E-Credit
3097028.5714,EMV Gold MC
76378658.5714,EMV Blue MC
122921257.1429,EMV Gold MC
106164602.8571,BPI Signature Visa
77498142.8571,EMV Gold MC
129115.7143,Magstripe-Blue MC
59065742.8571,EMV Blue MC
119521344.2857,EMV Blue MC
56029571.4286,EMV Gold MC
19716230.0,Magstripe-Blue MC
55868042.8571,EMV Gold MC
18223360.0,BPI Platinum Rewards MC
137661101.4286,Magstripe-Blue MC
57545314.2857,EMV Petron
30634271.4286,EMV Gold MC
23101001.4286,EMV Gold MC
44680601.4286,Magstripe-Blue MC
3588830.0,BPI Platinum Rewards MC
22459430.0,EMV Blue MC
93561171.4286,EMV Blue MC
70027544.2857,Magstripe-Blue MC
134473285.7143,E-Credit
109008128.5714,Regular Visa
13092042.8571,Magstripe-Blue MC
38509145.7143,Magstripe-Blue MC
88562014.2857,EMV Petron
96516215.7143,EMV Gold MC
86986058.5714,EMV Petron
32707972.8571,EMV Blue MC
96999915.7143,Magstripe-Blue MC
19552288.5714,Magstripe-Blue MC
35449672.8571,EMV Gold MC
88562014.2857,EMV Gold MC
89533314.2857,EMV Gold MC
31372317.1429,Magstripe-Blue MC
90269372.8571,BPI Signature Visa
59178430.0,EMV Gold MC
71900371.4286,EMV Gold MC
14136717.1429,Magstripe-Blue MC
132136185.7143,EMV Petron
84101858.5714,EMV Gold MC
91747430.0,EMV Gold MC
124888501.4286,EMV Gold MC
91193357.1429,Regular Visa
17948572.8571,EMV Gold MC
66068301.4286,Magstripe-Blue MC
55692301.4286,Regular Visa
82157285.7143,EMV Gold MC
37900871.4286,EMV Gold MC
111368657.1429,EMV Gold MC
140884431.4286,Magstripe-Blue MC
130363587.1429,EMV Blue MC
26405530.0,EMV Gold MC
126949428.5714,EMV Gold MC
87432930.0,EMV Blue MC
6125587.1429,Magstripe-Blue MC
127639445.7143,Magstripe-Blue MC
9767987.1429,EMV Gold MC
136739071.4286,EMV Gold MC
675685.7143,EMV Gold MC
56827628.5714,EMV Blue MC
44190128.5714,EMV Gold MC
28164745.7143,EMV Petron
66016400.0,EMV Petron
128289387.1429,EMV Blue MC
80486331.4286,Magstripe-Blue MC
84710017.1429,Magstripe-Blue MC
41401685.7143,Magstripe-Blue MC
133325945.7143,Platinum Visa
64616317.1429,Regular Visa
51158430.0,EMV Gold MC
81448485.7143,E-Credit
106604172.8571,Magstripe-Blue MC
128482085.7143,EMV Gold MC
16384830.0,Regular Visa
110434745.7143,BPI Signature Visa
24102857.1429,E-Credit
101262042.8571,EMV Gold MC
94067802.8571,BPI Signature Visa
97887917.1429,Magstripe-Blue MC
26098500.0,Magstripe-Blue MC
21441758.5714,EMV Blue MC
91132374.2857,Magstripe-Blue MC
39129671.4286,EMV Petron
45503585.7143,EMV Gold MC
106660931.4286,EMV Gold MC
103401342.8571,EMV Blue MC
26980158.5714,EMV Gold MC
89066458.5714,EMV Blue MC
109570701.4286,EMV Gold MC
31623058.5714,EMV Blue MC
96917760.0,Magstripe-Blue MC
85738844.2857,Regular Visa
65496374.2857,Regular Visa
81223574.2857,EMV Petron
69200915.7143,E-Credit
22235871.4286,EMV Blue MC
60207917.1429,Magstripe-Blue MC
60207917.1429,E-Credit
7986517.1429,EMV Gold MC
63194772.8571,EMV Blue MC
99846802.8571,Magstripe-Blue MC
92556630.0,EMV Blue MC
113114114.2857,EMV Gold MC
94857228.5714,EMV Gold MC
39241917.1429,Magstripe-Blue MC
69200915.7143,EMV Gold MC
41244445.7143,E-Credit
15644728.5714,EMV Gold MC
33398000.0,EMV Gold MC
98941485.7143,BPI Signature Visa
90623574.2857,EMV Gold MC
37532158.5714,EMV Petron
52513428.5714,E-Credit
2559415.7143,EMV Gold MC
94764228.5714,EMV Blue MC
13092042.8571,E-Credit
108531145.7143,EMV Gold MC
67304857.1429,Platinum Visa
122230314.2857,EMV Gold MC
7245787.1429,EMV Blue MC
125264114.2857,EMV Gold MC
32329445.7143,EMV Gold MC
22362431.4286,Magstripe-Blue MC
6692517.1429,EMV Petron
113937645.7143,EMV Gold MC
21011017.1429,E-Credit
43229745.7143,EMV Gold MC
42946045.7143,E-Credit
32350442.8571,BPI Signature Visa
28546815.7143,EMV Gold MC
42946045.7143,EMV Gold MC
142812285.7143,EMV Gold MC
7983488.5714,Magstripe-Blue MC
25097474.2857,Magstripe-Blue MC
89092917.1429,Magstripe-Blue MC
68197757.1429,E-Credit
34896230.0,E-Credit
18954345.7143,Regular Visa
124516571.4286,EMV Gold MC
124870185.7143,EMV Gold MC
79033787.1429,Magstripe-Blue MC
28304074.2857,Magstripe-Blue MC
44680601.4286,E-Credit
126280330.0,Magstripe-Blue MC
91675201.4286,Magstripe-Blue MC
47168142.8571,EMV Gold MC
18954345.7143,Magstripe-Blue MC
138847872.8571,Magstripe-Blue MC
82208471.4286,EMV Gold MC
29454628.5714,EMV Blue MC
128562830.0,E-Credit
92870158.5714,EMV Gold MC
18027115.7143,E-Credit
109503045.7143,Magstripe-Blue MC
132633231.4286,E-Credit
107691187.1429,EMV Gold MC
94752342.8571,EMV Gold MC
88891401.4286,Magstripe-Blue MC
25720758.5714,EMV Blue MC
112304157.1429,EMV Gold MC
