CUSTOMER_ID,GENDER,AGE,MARITAL_STATUS,EDUCATION,BANK_TENURE,CUSTOMER_LOCATION,DIGITAL_INDICATOR,SEC,HOME_OWNER_INDICATOR,CAR_OWNER_INDICATOR,MONTHLY_INCOME,INCOME_SOURCE,ENVIRONMENTAL_AFF_INDICATOR,HUMANITARIAN_AFF_INDICATOR,OF_INDICATOR,RETIREES_INDICATOR,FILCHI_INDICATOR
102940788.5714,FEMALE,27.76,MARRIED,NO_DATA,0.61,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,N,216927.09,BUSINESS,N,N,N,N,N
26230872.8571,MALE,53.31,MARRIED,MID,10.97,REGION I (ILOCOS REGION),NO_DATA,B1,N,N,216679.81,BUSINESS,N,N,N,N,N
9765787.1429,MALE,34.15,SINGLE,MID,10.31,REGION XII (SOCCSKSARGEN),TRADITIONAL,B1,N,Y,216666.82,BUSINESS,N,N,N,N,N
89676002.8571,FEMALE,57.12,MARRIED,MID,6,NO_DATA,NO_DATA,B1,Y,N,216666.12,BUSINESS,N,N,N,N,N
101109001.4286,MALE,50.94,MARRIED,MID,16.64,CORDILLERA ADMINISTRATIVE REGION (CAR),TRADITIONAL,B1,N,N,216002.94,BUSINESS,N,N,N,N,N
62907415.7143,FEMALE,36.38,SINGLE,MID,7.17,REGION III (CENTRAL LUZON),TRADITIONAL,B1,Y,N,216000.38,BUSINESS,N,N,N,N,N
120959060,MALE,55.86,MARRIED,LOW,3.46,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,215807.58,BUSINESS,N,N,N,N,N
101418857.1429,FEMALE,64.78,MARRIED,HIGH,24.9,REGION III (CENTRAL LUZON),DIGITAL,B1,N,Y,215399.23,BUSINESS,N,N,Y,Y,N
48440745.7143,FEMALE,46.67,MARRIED,LOW,4.1,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,N,215324.81,BUSINESS,N,N,N,N,N
101262042.8571,MALE,53.58,MARRIED,MID,22.4,REGION IV-A (CALABARZON),TRADITIONAL,B1,Y,Y,215204.84,BUSINESS,N,N,Y,N,N
126575460,MALE,25.23,SINGLE,MID,1.27,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,N,214947.69,BUSINESS,N,N,N,N,N
46918785.7143,FEMALE,55.29,MARRIED,MID,18.69,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,213513.71,BUSINESS,N,N,Y,N,Y
93118902.8571,MALE,47.49,SINGLE,MID,4.94,REGION VI (WESTERN VISAYAS),DIGITAL,B1,N,N,213459.92,BUSINESS,N,N,N,N,N
6353745.7143,FEMALE,33.02,SINGLE,NO_DATA,3.3,REGION III (CENTRAL LUZON),DIGITAL,B1,N,N,212968.8,BUSINESS,N,N,N,N,N
109008128.5714,FEMALE,50.1,MARRIED,MID,14.41,REGION III (CENTRAL LUZON),DIGITAL,B1,Y,N,212123.86,BUSINESS,N,N,Y,N,N
40922885.7143,MALE,72.35,MARRIED,HIGH,26.19,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,Y,212047.62,BUSINESS,N,N,Y,Y,N
92870158.5714,MALE,53.01,MARRIED,MID,13.98,REGION XI (DAVAO REGION),TRADITIONAL,B1,N,N,211834.34,BUSINESS,N,N,N,N,N
63894687.1429,FEMALE,57.7,MARRIED,MID,8.25,REGION X (NORTHERN MINDANAO),TRADITIONAL,B1,N,N,211746.8,BUSINESS,N,N,Y,N,N
28425700,MALE,49.37,MARRIED,MID,14.42,REGION IV-A (CALABARZON),DIGITAL,B1,Y,N,211382.93,BUSINESS,N,N,N,N,N
24045772.8571,FEMALE,46.42,MARRIED,MID,10.38,NATIONAL CAPITAL REGION,DIGITAL,B1,Y,Y,211355.48,BUSINESS,N,N,N,N,N
70475202.8571,FEMALE,45.54,MARRIED,MID,0.98,REGION IV-A (CALABARZON),TRADITIONAL,B1,N,N,210539.6,BUSINESS,N,N,N,N,N
28061860,MALE,42.12,MARRIED,LOW,6.88,NO_DATA,NO_DATA,B1,Y,N,210424.12,BUSINESS,N,N,N,N,N
96208001.4286,FEMALE,36.71,SINGLE,MID,13.16,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,210256.21,BUSINESS,N,N,Y,N,N
60967357.1429,FEMALE,61.43,MARRIED,MID,19.75,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,210130.51,BUSINESS,N,N,Y,Y,N
33883315.7143,MALE,56.5,MARRIED,LOW,13.64,REGION IV-A (CALABARZON),DIGITAL,B1,N,Y,209837.43,BUSINESS,N,N,N,N,N
118035585.7143,FEMALE,59,SINGLE,MID,24.11,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,209689.02,BUSINESS,N,N,Y,N,N
92535372.8571,FEMALE,33.68,MARRIED,MID,7.5,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,209673.31,BUSINESS,N,N,Y,N,N
48481160,MALE,67.3,MARRIED,MID,3.8,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,Y,209522.76,BUSINESS,N,N,N,Y,N
37768014.2857,MALE,54.07,MARRIED,MID,24.32,NATIONAL CAPITAL REGION,DIGITAL,B1,Y,N,209245.4,BUSINESS,N,Y,Y,N,N
88268717.1429,FEMALE,46.4,SINGLE,MID,4.32,REGION IV-A (CALABARZON),DIGITAL,B1,N,N,209135.71,BUSINESS,N,N,Y,N,N
70070271.4286,FEMALE,52.71,MARRIED,HIGH,16.47,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,208941.01,BUSINESS,N,N,N,N,N
26405530,FEMALE,32.29,SINGLE,MID,9.2,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,208529.62,BUSINESS,N,N,N,N,N
93336714.2857,MALE,63.76,MARRIED,MID,26.32,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,208191.72,BUSINESS,N,N,N,Y,N
93537400,FEMALE,40.4,SINGLE,HIGH,14.43,REGION VI (WESTERN VISAYAS),DIGITAL,B1,N,Y,208188.09,BUSINESS,N,N,N,N,N
52500057.1429,FEMALE,70.88,MARRIED,HIGH,23.3,NATIONAL CAPITAL REGION,TRADITIONAL,B1,Y,Y,208153.77,BUSINESS,N,N,Y,Y,N
44190128.5714,MALE,50.92,MARRIED,MID,14.93,REGION XI (DAVAO REGION),TRADITIONAL,B1,Y,N,207895.92,BUSINESS,N,N,N,N,N
17948572.8571,FEMALE,55.71,SINGLE,MID,14.71,REGION II (CAGAYAN VALLEY),DIGITAL,B1,N,N,206979.91,BUSINESS,N,N,Y,N,N
33527987.1429,MALE,41.45,SINGLE,LOW,8.86,REGION IV-A (CALABARZON),DIGITAL,B1,N,N,206926.2,BUSINESS,N,N,N,N,N
25239828.5714,MALE,57.74,SINGLE,MID,13.95,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,N,N,206774.92,BUSINESS,N,N,N,N,Y
80090800,FEMALE,39.09,SINGLE,MID,19.43,REGION XI (DAVAO REGION),TRADITIONAL,B1,N,N,206771.17,BUSINESS,N,N,Y,N,N
106806401.4286,FEMALE,50.61,MARRIED,MID,8,REGION VI (WESTERN VISAYAS),TRADITIONAL,B1,N,Y,206684.36,BUSINESS,N,N,N,N,N
128289387.1429,MALE,40.65,MARRIED,LOW,7.75,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,206177.07,BUSINESS,N,N,N,N,N
2559415.7143,MALE,43.67,MARRIED,MID,8.17,REGION IV-A (CALABARZON),DIGITAL,B1,Y,N,205948.27,BUSINESS,N,N,Y,N,N
132244285.7143,FEMALE,66.68,MARRIED,MID,27.04,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,205701.32,BUSINESS,N,N,N,Y,N
49135600,FEMALE,74.28,MARRIED,MID,24.38,REGION IV-A (CALABARZON),TRADITIONAL,B1,N,N,205001.28,BUSINESS,N,N,Y,Y,N
95861172.8571,MALE,48.2,MARRIED,MID,10.99,NO_DATA,NO_DATA,B1,N,N,204845.95,BUSINESS,N,N,N,N,N
19716230,MALE,49.04,MARRIED,MID,8.14,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,204497.02,BUSINESS,N,N,N,N,N
114458401.4286,FEMALE,32.89,SINGLE,MID,5.99,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,204312.65,BUSINESS,N,N,N,N,Y
94691430,FEMALE,44.86,MARRIED,MID,13.86,REGION II (CAGAYAN VALLEY),TRADITIONAL,B1,N,N,204049.86,BUSINESS,N,N,Y,N,N
102234400,FEMALE,47.73,MARRIED,HIGH,17.93,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,204041.64,BUSINESS,N,N,Y,N,N
16533017.1429,MALE,39.97,MARRIED,MID,6.11,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,202672.63,BUSINESS,N,N,N,N,N
74453801.4286,MALE,36.86,SINGLE,MID,7.74,REGION VI (WESTERN VISAYAS),DIGITAL,B1,N,N,202118.2,BUSINESS,N,N,Y,N,N
66320160,MALE,38.79,SINGLE,LOW,4.94,REGION XI (DAVAO REGION),DIGITAL,B1,N,N,201988.78,BUSINESS,N,N,N,N,N
51216744.2857,MALE,36.35,SINGLE,MID,11.26,REGION VI (WESTERN VISAYAS),DIGITAL,B1,N,N,201820.01,BUSINESS,N,N,Y,N,Y
85714360,FEMALE,52,MARRIED,MID,0.21,REGION XII (SOCCSKSARGEN),TRADITIONAL,B1,N,N,201585.86,BUSINESS,N,N,N,N,Y
115767787.1429,MALE,66.07,MARRIED,MID,9.87,REGION VII (CENTRAL VISAYAS),DIGITAL,B1,N,N,201364.21,BUSINESS,N,N,N,Y,N
66422915.7143,MALE,57.23,MARRIED,MID,10.1,REGION I (ILOCOS REGION),TRADITIONAL,B1,N,N,200876.56,BUSINESS,N,N,N,N,N
52513428.5714,FEMALE,65.74,MARRIED,MID,23.11,REGION XI (DAVAO REGION),TRADITIONAL,B1,Y,N,200794.2,BUSINESS,N,N,N,Y,N
3588830,FEMALE,45.07,MARRIED,MID,9.73,REGION IV-A (CALABARZON),DIGITAL,B1,N,N,200708.07,BUSINESS,N,N,N,N,N
123929230,FEMALE,35.58,MARRIED,LOW,7.62,REGION IV-A (CALABARZON),DIGITAL,B1,N,N,200142.29,BUSINESS,N,N,N,N,N
11593557.1429,MALE,38.47,SINGLE,MID,17.02,NATIONAL CAPITAL REGION,DIGITAL,B1,Y,N,200002.47,BUSINESS,N,N,N,N,N
69996557.1429,FEMALE,49.85,MARRIED,MID,16.22,NO_DATA,NO_DATA,B1,N,Y,200001.85,BUSINESS,N,N,N,N,N
84101858.5714,FEMALE,59.78,WIDOW(ER),MID,15.47,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,Y,200001.78,BUSINESS,N,N,N,N,N
47221472.8571,MALE,51.78,MARRIED,LOW,13.45,NATIONAL CAPITAL REGION,DIGITAL,B1,N,Y,200001.78,BUSINESS,N,N,N,N,N
66352428.5714,MALE,85.41,MARRIED,MID,28.52,NO_DATA,NO_DATA,B1,N,Y,200001.41,BUSINESS,N,N,N,Y,N
93345302.8571,MALE,48.36,SINGLE,MID,6,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,200001.36,BUSINESS,N,N,N,N,Y
127639445.7143,FEMALE,53.04,MARRIED,MID,5.71,NO_DATA,NO_DATA,B1,N,N,200001.04,BUSINESS,N,N,N,N,N
103397787.1429,FEMALE,50.98,MARRIED,HIGH,10.74,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,Y,200000.98,BUSINESS,N,N,N,N,N
30924487.1429,FEMALE,63.93,MARRIED,MID,11.73,REGION VI (WESTERN VISAYAS),TRADITIONAL,B1,Y,N,200000.93,BUSINESS,N,N,N,Y,N
104423945.7143,MALE,30.9,SINGLE,MID,1.07,NO_DATA,NO_DATA,B1,N,N,200000.9,BUSINESS,N,N,N,N,N
77429215.7143,FEMALE,33.88,MARRIED,MID,10.78,NATIONAL CAPITAL REGION,NO_DATA,B1,N,N,200000.88,BUSINESS,N,N,Y,N,N
108524358.5714,FEMALE,29.84,SINGLE,LOW,10.99,NATIONAL CAPITAL REGION,NO_DATA,B1,N,Y,200000.84,BUSINESS,N,N,N,N,N
95494174.2857,FEMALE,49.82,MARRIED,MID,3.59,REGION II (CAGAYAN VALLEY),TRADITIONAL,B1,N,N,200000.82,BUSINESS,N,N,N,N,N
31488571.4286,FEMALE,47.81,MARRIED,HIGH,23.65,REGION IV-A (CALABARZON),DIGITAL,B1,N,Y,200000.81,BUSINESS,N,N,Y,N,N
32329445.7143,FEMALE,48.77,MARRIED,MID,5.5,REGION VI (WESTERN VISAYAS),TRADITIONAL,B1,N,N,200000.77,BUSINESS,N,N,N,N,N
68887288.5714,FEMALE,52.73,SINGLE,LOW,6.71,REGION IV-A (CALABARZON),TRADITIONAL,B1,Y,N,200000.73,BUSINESS,N,N,N,N,N
46461287.1429,FEMALE,65.68,SINGLE,MID,13.87,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,200000.68,BUSINESS,N,N,N,Y,N
120752358.5714,FEMALE,50.64,MARRIED,MID,10.33,REGION III (CENTRAL LUZON),TRADITIONAL,B1,Y,N,200000.64,BUSINESS,N,N,N,N,N
98601515.7143,MALE,40.56,MARRIED,MID,9.97,REGION IX (ZAMBOANGA PENINSULA),TRADITIONAL,B1,N,Y,200000.56,BUSINESS,N,N,N,N,N
93775144.2857,MALE,44.55,MARRIED,MID,14.04,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,N,200000.55,BUSINESS,N,N,N,N,N
96912645.7143,MALE,40.53,SINGLE,MID,1.26,NO_DATA,NO_DATA,B1,N,N,200000.53,BUSINESS,N,N,N,N,N
12071300,FEMALE,72.5,MARRIED,MID,24.61,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,200000.5,BUSINESS,N,N,Y,Y,N
18001900,FEMALE,55.5,MARRIED,MID,23.51,NATIONAL CAPITAL REGION,TRADITIONAL,B1,Y,Y,200000.5,BUSINESS,N,N,N,N,N
103067944.2857,FEMALE,37.46,SINGLE,MID,9.39,REGION I (ILOCOS REGION),DIGITAL,B1,Y,N,200000.46,BUSINESS,N,Y,Y,N,N
95848158.5714,FEMALE,46.45,MARRIED,MID,13.02,NO_DATA,NO_DATA,B1,N,N,200000.45,BUSINESS,N,N,N,N,Y
132957457.1429,FEMALE,69.41,WIDOW(ER),LOW,24.13,REGION III (CENTRAL LUZON),TRADITIONAL,B1,N,N,200000.41,BUSINESS,N,N,Y,Y,N
75203588.5714,MALE,50.41,MARRIED,MID,5.2,NO_DATA,NO_DATA,B1,N,N,200000.41,BUSINESS,N,N,N,N,N
28546815.7143,FEMALE,56.36,MARRIED,HIGH,8.29,NATIONAL CAPITAL REGION,DIGITAL,B1,N,N,200000.36,BUSINESS,N,N,N,N,N
45961672.8571,MALE,44.35,MARRIED,MID,8.81,NO_DATA,NO_DATA,B1,Y,N,200000.35,BUSINESS,N,N,N,N,N
90631358.5714,MALE,64.35,MARRIED,LOW,9.8,NATIONAL CAPITAL REGION,TRADITIONAL,B1,Y,Y,200000.35,BUSINESS,N,N,N,Y,N
106782315.7143,FEMALE,63.33,MARRIED,LOW,12.21,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,200000.33,BUSINESS,N,N,Y,Y,N
76349614.2857,MALE,50.31,MARRIED,MID,22.72,REGION IV-A (CALABARZON),NO_DATA,B1,N,N,200000.31,BUSINESS,N,N,N,N,N
6366358.5714,FEMALE,51.3,MARRIED,LOW,10.11,NO_DATA,NO_DATA,B1,N,N,200000.3,BUSINESS,N,N,N,N,N
76770171.4286,FEMALE,59.29,MARRIED,MID,24.02,REGION XI (DAVAO REGION),NO_DATA,B1,Y,N,200000.29,BUSINESS,N,N,N,N,N
54442714.2857,FEMALE,62.14,MARRIED,MID,26.48,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,Y,200000.14,BUSINESS,N,N,N,Y,N
48971400,FEMALE,38,MARRIED,MID,15.07,REGION III (CENTRAL LUZON),DIGITAL,B1,N,N,200000,BUSINESS,N,N,N,N,N
27489228.5714,FEMALE,52.96,MARRIED,MID,18.38,NO_DATA,NO_DATA,B1,N,N,199999.96,BUSINESS,N,N,N,N,N
25720758.5714,MALE,57.96,MARRIED,MID,11.23,REGION XIII (CARAGA),TRADITIONAL,B1,Y,N,199999.96,BUSINESS,N,N,N,N,N
24908142.8571,MALE,72.94,MARRIED,MID,27.48,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,199999.94,BUSINESS,N,N,N,Y,N
132426100,MALE,51.92,MARRIED,MID,17.25,REGION IV-A (CALABARZON),NO_DATA,B1,Y,Y,199999.92,BUSINESS,N,N,N,N,N
67647031.4286,MALE,40.91,MARRIED,MID,2.77,NO_DATA,NO_DATA,B1,N,N,199999.91,BUSINESS,N,N,N,N,N
93871544.2857,MALE,35.88,SINGLE,MID,7.64,REGION III (CENTRAL LUZON),NO_DATA,B1,N,Y,199999.88,BUSINESS,N,N,N,N,N
74686672.8571,MALE,61.87,MARRIED,HIGH,7.92,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,199999.87,BUSINESS,N,N,N,Y,N
130814715.7143,FEMALE,53.87,MARRIED,MID,13.58,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,Y,199999.87,BUSINESS,N,N,N,N,N
80935142.8571,FEMALE,78.85,WIDOW(ER),MID,29.94,REGION I (ILOCOS REGION),TRADITIONAL,B1,Y,N,199999.85,BUSINESS,N,N,Y,Y,N
25727602.8571,MALE,43.77,MARRIED,MID,3.54,REGION X (NORTHERN MINDANAO),TRADITIONAL,B1,N,N,199999.77,BUSINESS,N,N,N,N,N
5165431.4286,FEMALE,53.76,MARRIED,HIGH,5.16,REGION X (NORTHERN MINDANAO),TRADITIONAL,B1,N,N,199999.76,BUSINESS,N,N,N,N,Y
100105317.1429,FEMALE,44.74,WIDOW(ER),MID,2.91,REGION XII (SOCCSKSARGEN),TRADITIONAL,B1,N,N,199999.74,BUSINESS,N,N,N,N,N
79561071.4286,MALE,47.58,SINGLE,MID,18.91,NATIONAL CAPITAL REGION,TRADITIONAL,B1,N,N,199999.58,BUSINESS,N,N,Y,N,N
8667214.2857,MALE,70.56,MARRIED,MID,20.07,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,199999.56,BUSINESS,N,N,N,Y,N
77236045.7143,MALE,28.47,SINGLE,MID,1.93,REGION V (BICOL REGION),TRADITIONAL,B1,N,N,199999.47,BUSINESS,N,N,N,N,N
