CUSTOMER_ID,GENDER,AGE,MARITAL_STATUS,EDUCATION,BANK_TENURE,CUSTOMER_LOCATION,DIGITAL_INDICATOR,SEC,HOME_OWNER_INDICATOR,CAR_OWNER_INDICATOR,MONTHLY_INCOME,INCOME_SOURCE,ENVIRONMENTAL_AFF_INDICATOR,HUMANITARIAN_AFF_INDICATOR,OF_INDICATOR,RETIREES_INDICATOR,FILCHI_INDICATOR
101194214.2857,MALE,57,MARRIED,MID,17.95,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,11320802.36,BUSINESS,N,N,Y,N,N
116373457.1429,MALE,54.1,SINGLE,MID,21.2,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,11175472.71,BUSINESS,N,N,Y,N,N
13497457.1429,MALE,62.93,MARRIED,MID,22.32,NATIONAL CAPITAL REGION,DIGITAL,A,Y,Y,10964273.42,BUSINESS,N,N,Y,Y,N
43544428.5714,FEMALE,47.21,MARRIED,MID,23.59,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,10939709.78,BUSINESS,N,N,N,N,N
10217742.8571,MALE,70.36,MARRIED,MID,23.46,REGION III (CENTRAL LUZON),TRADITIONAL,A,Y,Y,10864617.28,BUSINESS,N,N,Y,Y,N
1835242.8571,MALE,61.27,MARRIED,MID,17.06,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,10419958.03,BUSINESS,N,N,N,Y,N
133775857.1429,FEMALE,53.5,MARRIED,MID,21.91,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,10106360.11,BUSINESS,N,N,Y,N,N
65827431.4286,FEMALE,48.91,MARRIED,MID,7.74,REGION IV-A (CALABARZON),DIGITAL,A,N,N,9992414.37,BUSINESS,N,N,Y,N,N
52175842.8571,MALE,45.22,MARRIED,MID,15.23,REGION VII (CENTRAL VISAYAS),DIGITAL,A,N,Y,9523956.21,BUSINESS,N,N,Y,N,N
132570700,MALE,45.28,MARRIED,MID,15.73,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,9412170.02,BUSINESS,N,N,Y,N,Y
56027644.2857,MALE,44.94,SINGLE,MID,9.85,REGION XI (DAVAO REGION),DIGITAL,A,Y,Y,9347947.15,BUSINESS,N,N,Y,N,N
38178044.2857,FEMALE,53.63,MARRIED,MID,11.81,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,9239157.84,BUSINESS,N,N,N,N,Y
79507285.7143,FEMALE,65.49,MARRIED,MID,22.89,NATIONAL CAPITAL REGION,DIGITAL,A,Y,Y,9104318.32,BUSINESS,N,N,N,Y,N
29976157.1429,FEMALE,56.89,MARRIED,MID,23.93,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,Y,Y,9045774.27,BUSINESS,N,N,N,N,N
22830442.8571,FEMALE,58.02,MARRIED,MID,26.08,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,Y,8817225.36,BUSINESS,N,N,Y,N,N
108700000,FEMALE,52.38,WIDOW(ER),MID,24.78,REGION III (CENTRAL LUZON),DIGITAL,A,Y,Y,8775935.77,BUSINESS,N,N,Y,N,N
38275530,MALE,38.59,MARRIED,MID,6.43,REGION IV-A (CALABARZON),DIGITAL,A,Y,N,8579406.18,BUSINESS,N,N,Y,N,N
43077302.8571,MALE,59.23,SINGLE,MID,4.38,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,N,8338731.54,BUSINESS,N,N,Y,Y,N
69742828.5714,FEMALE,63.14,MARRIED,MID,14.15,NATIONAL CAPITAL REGION,DIGITAL,A,Y,Y,8083525.59,BUSINESS,N,N,N,Y,N
25030272.8571,MALE,64.43,SINGLE,LOW,6.26,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,Y,8026536.1,BUSINESS,N,N,Y,Y,Y
82952172.8571,MALE,47.84,MARRIED,MID,11.81,REGION I (ILOCOS REGION),DIGITAL,A,Y,Y,7683187.12,BUSINESS,N,N,Y,N,N
82002885.7143,MALE,64.71,MARRIED,MID,24.76,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,7663275.58,BUSINESS,N,N,Y,Y,N
132179072.8571,FEMALE,53.87,SEPARATED,MID,9.77,REGION II (CAGAYAN VALLEY),TRADITIONAL,A,N,N,7631134.21,BUSINESS,N,N,N,N,N
119023517.1429,MALE,65.7,MARRIED,NO_DATA,0.09,REGION I (ILOCOS REGION),TRADITIONAL,A,N,N,7528579.03,BUSINESS,N,N,N,Y,N
55539571.4286,FEMALE,68.96,MARRIED,MID,26.7,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,N,Y,7428920.84,BUSINESS,N,N,Y,Y,N
132764901.4286,FEMALE,60.16,MARRIED,MID,11.56,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,7428275.44,BUSINESS,N,N,Y,Y,N
126719757.1429,FEMALE,71.09,MARRIED,MID,23.5,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,7177262.56,BUSINESS,N,N,N,Y,N
125162857.1429,FEMALE,61.16,MARRIED,MID,27.51,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,7126568.28,BUSINESS,N,N,Y,Y,N
80288074.2857,MALE,30.08,SINGLE,NO_DATA,1.92,REGION V (BICOL REGION),TRADITIONAL,A,N,N,6943184.88,BUSINESS,N,N,N,N,N
10696574.2857,FEMALE,56.67,WIDOW(ER),MID,4.24,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,Y,Y,6889756.09,BUSINESS,N,N,N,N,N
27851142.8571,MALE,59.94,MARRIED,HIGH,28.28,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,6791147.14,BUSINESS,N,N,Y,N,N
121969942.8571,MALE,32.91,MARRIED,MID,16.73,MIMAROPA REGION,DIGITAL,A,N,N,6670688.37,BUSINESS,N,N,Y,N,Y
56306357.1429,MALE,57.56,MARRIED,MID,20.4,REGION III (CENTRAL LUZON),TRADITIONAL,A,Y,N,6622757.36,BUSINESS,N,N,Y,N,N
32362830,MALE,36.89,MARRIED,MID,5.84,REGION XII (SOCCSKSARGEN),DIGITAL,A,Y,Y,6585435.81,BUSINESS,N,N,Y,N,N
48912231.4286,MALE,60.03,MARRIED,NO_DATA,-1.69,REGION XII (SOCCSKSARGEN),NO_DATA,A,N,N,6394416.67,BUSINESS,N,N,N,Y,N
120070371.4286,FEMALE,55.18,MARRIED,MID,18.64,REGION VII (CENTRAL VISAYAS),DIGITAL,A,Y,Y,6260590.43,BUSINESS,N,N,Y,N,N
26133815.7143,MALE,58.49,MARRIED,MID,7.56,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,6233660.03,BUSINESS,N,N,N,N,N
40691014.2857,MALE,55.29,SINGLE,MID,24.41,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,6145556.43,BUSINESS,N,N,Y,N,N
43474387.1429,MALE,45,MARRIED,LOW,10.57,REGION X (NORTHERN MINDANAO),DIGITAL,A,Y,N,6073987.83,BUSINESS,N,N,Y,N,N
20376174.2857,MALE,37.97,MARRIED,MID,2.89,REGION XI (DAVAO REGION),TRADITIONAL,A,N,Y,6055087.32,BUSINESS,N,N,N,N,N
69642558.5714,FEMALE,40.36,MARRIED,MID,6.55,CORDILLERA ADMINISTRATIVE REGION (CAR),DIGITAL,A,N,N,6047031.61,BUSINESS,N,N,N,N,Y
66672530,MALE,33.16,MARRIED,MID,7.13,REGION XI (DAVAO REGION),TRADITIONAL,A,N,Y,5971205.5,BUSINESS,N,N,N,N,N
28548472.8571,FEMALE,45.92,MARRIED,MID,10.92,REGION IV-A (CALABARZON),DIGITAL,A,N,Y,5909623.88,BUSINESS,N,N,Y,N,N
123215731.4286,FEMALE,26.86,SINGLE,MID,4.12,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,5844360.67,BUSINESS,N,N,Y,N,Y
48757085.7143,MALE,42.46,MARRIED,LOW,17.26,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,N,Y,5825564.86,BUSINESS,N,N,N,N,N
4799257.1429,FEMALE,33.67,MARRIED,MID,15.29,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,5818686.84,BUSINESS,N,N,N,N,Y
141700671.4286,FEMALE,55.62,MARRIED,MID,16.77,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,5565134.53,BUSINESS,N,N,N,N,N
51917414.2857,MALE,36.95,SINGLE,MID,15.85,REGION III (CENTRAL LUZON),DIGITAL,A,Y,N,5451055.29,BUSINESS,N,N,Y,N,N
65235600,FEMALE,56.78,MARRIED,MID,22.88,REGION IV-A (CALABARZON),DIGITAL,A,Y,N,5357873.8,BUSINESS,N,N,Y,N,N
48938057.1429,FEMALE,43.6,MARRIED,MID,21.86,REGION IV-A (CALABARZON),NO_DATA,A,N,N,5342857.6,BUSINESS,N,N,N,N,N
71027458.5714,MALE,41.45,MARRIED,MID,12.62,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,N,Y,5279601.86,BUSINESS,N,N,Y,N,N
61578500,MALE,58.08,MARRIED,HIGH,19.04,CORDILLERA ADMINISTRATIVE REGION (CAR),TRADITIONAL,A,Y,Y,5269897.86,BUSINESS,N,N,Y,N,N
118158342.8571,FEMALE,51.78,MARRIED,MID,21.77,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,5202339.25,BUSINESS,N,N,N,N,N
19673144.2857,MALE,60.15,OTHER,MID,14.93,REGION I (ILOCOS REGION),TRADITIONAL,A,N,N,5187385.56,BUSINESS,N,N,N,N,Y
99175015.7143,FEMALE,55.28,MARRIED,MID,10.98,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,Y,Y,5162129.09,BUSINESS,N,N,Y,N,N
132078785.7143,MALE,82.24,MARRIED,MID,19.6,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,N,5106248.82,BUSINESS,N,N,N,Y,N
77279585.7143,FEMALE,54.06,DIVORCED,MID,24.18,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,5012668.46,BUSINESS,N,N,Y,N,N
66960630,MALE,52.81,SINGLE,MID,11.47,REGION V (BICOL REGION),TRADITIONAL,A,N,N,5011224.15,BUSINESS,N,N,N,N,Y
13183460,MALE,38.55,SINGLE,MID,4.14,REGION XIII (CARAGA),TRADITIONAL,A,Y,N,5008361.03,BUSINESS,N,N,Y,N,N
91910931.4286,FEMALE,40.23,MARRIED,MID,2.03,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,N,N,5000001.23,BUSINESS,N,N,Y,N,N
130815830,FEMALE,35.18,MARRIED,HIGH,8.93,REGION III (CENTRAL LUZON),TRADITIONAL,A,Y,N,5000001.18,BUSINESS,N,N,N,N,N
122111888.5714,MALE,39.7,MARRIED,MID,2.47,REGION XI (DAVAO REGION),TRADITIONAL,A,N,N,4987121.44,BUSINESS,N,N,Y,N,N
117360142.8571,FEMALE,71.7,MARRIED,MID,27.16,NATIONAL CAPITAL REGION,DIGITAL,A,N,N,4981648.24,BUSINESS,N,N,Y,Y,N
74124828.5714,FEMALE,42.95,MARRIED,MID,16.74,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,4971874.95,BUSINESS,N,N,Y,N,N
30359428.5714,FEMALE,77.26,MARRIED,MID,32.41,CORDILLERA ADMINISTRATIVE REGION (CAR),TRADITIONAL,A,Y,N,4951242.93,BUSINESS,N,N,Y,Y,Y
127927301.4286,FEMALE,56.43,SEPARATED,MID,12.38,MIMAROPA REGION,TRADITIONAL,A,N,N,4935688.94,BUSINESS,N,N,N,N,N
133762914.2857,FEMALE,64.51,MARRIED,MID,23.85,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,Y,4932433.69,BUSINESS,N,N,Y,Y,N
29995728.5714,MALE,67.52,WIDOW(ER),MID,26.74,REGION XI (DAVAO REGION),TRADITIONAL,A,N,Y,4877996.48,BUSINESS,N,N,Y,Y,N
93603460,MALE,44.53,MARRIED,MID,3.24,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,N,N,4871199.53,BUSINESS,N,N,N,N,Y
133058287.1429,MALE,49.96,MARRIED,MID,14.25,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,N,Y,4798459.72,BUSINESS,N,N,N,N,N
72902101.4286,MALE,65.35,MARRIED,MID,6.56,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,Y,4788813.49,BUSINESS,N,N,Y,Y,Y
52691801.4286,MALE,38.85,MARRIED,MID,8.06,REGION III (CENTRAL LUZON),DIGITAL,A,N,Y,4779684.21,BUSINESS,N,N,Y,N,N
118752844.2857,FEMALE,44.38,MARRIED,LOW,4.48,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,4753627.8,BUSINESS,N,N,Y,N,N
82306285.7143,MALE,55.37,MARRIED,MID,25.72,NATIONAL CAPITAL REGION,DIGITAL,A,Y,Y,4731953.37,BUSINESS,N,N,Y,N,N
26143917.1429,FEMALE,60.17,MARRIED,MID,0.56,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,4707766.45,BUSINESS,N,N,N,Y,Y
21203672.8571,MALE,50.35,MARRIED,LOW,7.44,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,N,4594105.54,BUSINESS,N,N,N,N,N
11236474.2857,FEMALE,49.03,SINGLE,NO_DATA,2.08,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,4579325.13,BUSINESS,N,N,Y,N,N
130756085.7143,MALE,60.92,MARRIED,LOW,18.38,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,4570496.98,BUSINESS,N,N,N,Y,N
115435888.5714,MALE,34.29,SINGLE,MID,3.5,REGION VII (CENTRAL VISAYAS),TRADITIONAL,A,Y,N,4514038.09,BUSINESS,N,N,N,N,Y
84883228.5714,MALE,47.68,MARRIED,MID,20.15,REGION VII (CENTRAL VISAYAS),DIGITAL,A,N,Y,4464002.12,BUSINESS,N,N,Y,N,Y
100688472.8571,MALE,34.09,SINGLE,LOW,10.12,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,4408731.88,BUSINESS,N,N,Y,N,Y
109118744.2857,MALE,35.56,MARRIED,LOW,11.87,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,Y,4373338.26,BUSINESS,N,N,Y,N,N
20342557.1429,MALE,44.63,MARRIED,MID,14.83,NATIONAL CAPITAL REGION,TRADITIONAL,A,N,N,4310768.81,BUSINESS,N,N,Y,N,N
116033302.8571,FEMALE,55.97,MARRIED,LOW,4.96,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,N,4270012.88,BUSINESS,N,N,N,N,N
32508085.7143,FEMALE,41.98,MARRIED,MID,18.19,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,4259325.47,BUSINESS,N,N,Y,N,N
84033171.4286,FEMALE,64.08,MARRIED,MID,23.71,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,4255171.28,BUSINESS,N,Y,Y,Y,N
17307685.7143,FEMALE,43.25,MARRIED,MID,13.01,REGION I (ILOCOS REGION),DIGITAL,A,N,Y,4222920.38,BUSINESS,N,N,N,N,N
20348214.2857,MALE,47.63,MARRIED,MID,19.95,REGION IV-A (CALABARZON),TRADITIONAL,A,Y,N,4195102.74,BUSINESS,N,N,Y,N,N
67674214.2857,FEMALE,57.14,MARRIED,MID,19.14,REGION IV-A (CALABARZON),TRADITIONAL,A,N,Y,4156923.61,BUSINESS,N,N,Y,N,N
51603771.4286,MALE,43.7,MARRIED,MID,22.07,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,4084170.22,BUSINESS,N,Y,N,N,Y
76172100,FEMALE,53.16,MARRIED,MID,15.33,REGION VI (WESTERN VISAYAS),TRADITIONAL,A,N,Y,4039282.13,BUSINESS,N,N,Y,N,N
107761928.5714,MALE,54.21,MARRIED,MID,21.23,REGION XI (DAVAO REGION),DIGITAL,A,N,N,4029467.73,BUSINESS,N,N,N,N,N
5623342.8571,FEMALE,53.68,MARRIED,MID,23.47,REGION IV-A (CALABARZON),DIGITAL,A,Y,Y,4017231.78,BUSINESS,N,N,Y,N,N
23072857.1429,FEMALE,61.89,MARRIED,MID,23.01,REGION VI (WESTERN VISAYAS),DIGITAL,A,Y,N,4009501.63,BUSINESS,N,N,N,Y,N
6618830,MALE,37.95,MARRIED,LOW,7.58,REGION III (CENTRAL LUZON),TRADITIONAL,A,Y,N,3962693.68,BUSINESS,N,N,Y,N,N
112928400,MALE,49.85,MARRIED,MID,13.02,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,3944316.22,BUSINESS,N,N,N,N,N
40266772.8571,FEMALE,31.54,MARRIED,MID,10.9,NATIONAL CAPITAL REGION,DIGITAL,A,Y,N,3917248.62,BUSINESS,N,N,Y,N,N
110389444.2857,MALE,46.16,MARRIED,MID,11.8,REGION IV-A (CALABARZON),DIGITAL,A,Y,Y,3910078.94,BUSINESS,N,N,Y,N,Y
495045.7143,MALE,44.84,MARRIED,NO_DATA,1.88,REGION VII (CENTRAL VISAYAS),DIGITAL,A,N,N,3883551.27,BUSINESS,N,N,Y,N,N
142190430,MALE,36.8,SINGLE,MID,11.53,REGION VII (CENTRAL VISAYAS),DIGITAL,A,Y,Y,3825369.05,BUSINESS,N,N,Y,N,N
76476300,MALE,52.59,MARRIED,MID,23.99,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,3811032.69,BUSINESS,N,N,N,N,Y
97490628.5714,FEMALE,32.66,SINGLE,MID,20.31,REGION IV-A (CALABARZON),DIGITAL,A,N,N,3785899.12,BUSINESS,N,N,Y,N,N
78505814.2857,FEMALE,42.37,MARRIED,MID,16.1,REGION X (NORTHERN MINDANAO),DIGITAL,A,Y,N,3752687.83,BUSINESS,N,N,Y,N,N
139229174.2857,MALE,47.11,MARRIED,MID,4.85,CORDILLERA ADMINISTRATIVE REGION (CAR),TRADITIONAL,A,N,N,3740933.81,BUSINESS,N,N,Y,N,N
55674015.7143,FEMALE,49.49,SINGLE,MID,14.03,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,3723263.87,BUSINESS,N,N,N,N,N
96607717.1429,MALE,57.1,MARRIED,LOW,7.83,REGION IV-A (CALABARZON),TRADITIONAL,A,N,N,3706451.39,BUSINESS,N,N,Y,N,N
135968485.7143,FEMALE,51.73,WIDOW(ER),MID,20.4,CORDILLERA ADMINISTRATIVE REGION (CAR),TRADITIONAL,A,Y,N,3679430.92,BUSINESS,N,N,Y,N,N
23709460,FEMALE,36.75,SINGLE,MID,4.05,REGION VII (CENTRAL VISAYAS),DIGITAL,A,Y,N,3652559.26,BUSINESS,N,N,Y,N,N
4447471.4286,MALE,84.1,MARRIED,MID,21.2,REGION X (NORTHERN MINDANAO),TRADITIONAL,A,N,N,3633784.77,BUSINESS,N,N,N,Y,N
35602244.2857,MALE,53.54,SINGLE,MID,7.66,REGION XI (DAVAO REGION),TRADITIONAL,A,Y,N,3623316.76,BUSINESS,N,N,Y,N,N
2441288.5714,MALE,30.97,MARRIED,HIGH,5.27,NATIONAL CAPITAL REGION,DIGITAL,A,N,Y,3560566.98,BUSINESS,N,N,Y,N,Y
82733285.7143,MALE,74.47,MARRIED,MID,25.69,REGION XII (SOCCSKSARGEN),TRADITIONAL,A,N,N,3538512.24,BUSINESS,N,N,N,Y,Y
73542142.8571,MALE,70.25,MARRIED,HIGH,29.39,NATIONAL CAPITAL REGION,DIGITAL,A,Y,Y,3485480.99,BUSINESS,N,N,Y,Y,N
106646714.2857,FEMALE,65.64,SINGLE,MID,29.95,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,Y,3459771.76,BUSINESS,N,N,Y,Y,Y
85410585.7143,MALE,44.97,MARRIED,HIGH,24.35,REGION IV-A (CALABARZON),DIGITAL,A,Y,Y,3404714.31,BUSINESS,N,N,Y,N,N
134174671.4286,FEMALE,44.01,OTHER,HIGH,19.47,REGION XI (DAVAO REGION),DIGITAL,A,Y,N,3376531.71,BUSINESS,N,N,Y,N,N
75378885.7143,MALE,65,MARRIED,HIGH,23.48,REGION III (CENTRAL LUZON),TRADITIONAL,A,N,N,3369371.88,BUSINESS,N,N,N,Y,N
94423157.1429,FEMALE,59.11,WIDOW(ER),MID,25.27,NATIONAL CAPITAL REGION,TRADITIONAL,A,Y,N,3369262.23,BUSINESS,N,Y,Y,N,N
90278014.2857,FEMALE,54.19,MARRIED,MID,23.55,MIMAROPA REGION,DIGITAL,A,N,N,3316461.15,BUSINESS,N,N,Y,N,N
